Name,Image URL,Product URL,Price,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,TDP,Manufacturer,Part #,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading,Specs Number
AMD Ryzen 5 8600G,//cdna.pcpartpicker.com/static/forever/images/product/b0f68ec390cecc98e1b988926131e707.256p.jpg,https://pcpartpicker.com/product/QqyH99/amd-ryzen-5-8600g-43-ghz-6-core-processor-100-100001237box,$228.99 ,"
6
","
4.3 GHz
","
5 GHz
",N/A,N/A,"
65 W
","
AMD
",100-100001237BOX,"
Radeon 760M
",N/A,"
No
","
Yes
",Boxed,"
4 nm
","
Yes
",N/A,19
Intel Core i3-10100F,//cdna.pcpartpicker.com/static/forever/images/product/1b6a8775e713620ebc864fb7bcc38ce5.256p.jpg,https://pcpartpicker.com/product/r8Dkcf/intel-core-i3-10100f-36-ghz-quad-core-processor-bx8070110100f,$71.30 ,"
4
","
3.6 GHz
","
4.3 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070110100F,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i9-13900KF,//cdna.pcpartpicker.com/static/forever/images/product/ef583b00501fbe1d9df909c3ffe2b413.256p.jpg,https://pcpartpicker.com/product/CgkWGX/intel-core-i9-13900kf-3-ghz-24-core-processor-bx8071513900kf,$464.99 ,"
24
","
3 GHz
","
5.8 GHz
","
2.2 GHz
","
4.3 GHz
","
125 W
","
Intel
",N/A,"
None
","
192 GB
","
No
","
No
",Boxed,"
10 nm
","
No
",N/A,22
AMD Ryzen 5 3600X,//cdna.pcpartpicker.com/static/forever/images/product/c7baf2c9c9cc15ae23adb24c2f4316fc.256p.jpg,https://pcpartpicker.com/product/3WYLrH/amd-ryzen-5-3600x-38-ghz-6-core-processor-100-100000022box,$210.00 ,"
6
","
3.8 GHz
","
4.4 GHz
",N/A,N/A,"
95 W
","
AMD
",N/A,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
7 nm
","
Yes
",N/A,20
Intel Core i3-14100F,//cdna.pcpartpicker.com/static/forever/images/product/874cc0e600bde06d75755309677a87e2.256p.jpg,https://pcpartpicker.com/product/R7qrxr/intel-core-i3-14100f-35-ghz-quad-core-processor-bx8071514100f,$94.99 ,"
4
","
3.5 GHz
","
4.7 GHz
",N/A,N/A,"
58 W
","
Intel
",BX8071514100F,"
None
","
192 GB
","
Yes
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,20
AMD Ryzen 7 2700X,//cdna.pcpartpicker.com/static/forever/images/product/4e84967ef18c9b42e543b58c836d73ef.256p.jpg,https://pcpartpicker.com/product/bddxFT/amd-ryzen-7-2700x-37ghz-8-core-processor-yd270xbgafbox,$210.00 ,"
8
","
3.7 GHz
","
4.3 GHz
",N/A,N/A,"
105 W
","
AMD
",YD270XBGAFBOX,"
None
","
64 GB
","
No
","
Yes
",Boxed,"
12 nm
","
Yes
",N/A,20
Intel Core i5-13500,//cdna.pcpartpicker.com/static/forever/images/product/6afcbca8a6703a4c42dba3d6c4720724.256p.jpg,https://pcpartpicker.com/product/mtmmP6/intel-core-i5-13500-25-ghz-14-core-processor-bx8071513500,$244.85 ,"
14
","
2.5 GHz
","
4.8 GHz
","
1.8 GHz
","
3.5 GHz
","
65 W
","
Intel
",BX8071513500,"
Intel UHD Graphics 770
","
192 GB
","
No
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
Intel Core i5-11400F,//cdna.pcpartpicker.com/static/forever/images/product/1cd42b90d913aa4fe2338eb376fd3e2d.256p.jpg,https://pcpartpicker.com/product/qp2WGX/intel-core-i5-11400f-26-ghz-6-core-processor-bx8070811400f,$115.99 ,"
6
","
2.6 GHz
","
4.4 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070811400F,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Celeron E1400,https://m.media-amazon.com/images/I/41q50p27cBL.jpg,https://pcpartpicker.com/product/VNV48d/intel-cpu-bx80557e1400,$14.00 ,"
2
","
2 GHz
",N/A,N/A,N/A,"
65 W
","
Intel
",BX80557E1400,"
None
",N/A,"
No
","
Yes
",Boxed,"
65 nm
","
Yes
",N/A,18
Intel Core i3-12100,//cdna.pcpartpicker.com/static/forever/images/product/7fc9bd473f09de3bff4a5a44e832f399.256p.jpg,https://pcpartpicker.com/product/qrhFf7/intel-core-i3-12100-33-ghz-quad-core-processor-bx8071512100,$121.98 ,"
4
","
3.3 GHz
","
4.3 GHz
",N/A,N/A,"
60 W
","
Intel
",BX8071512100,"
Intel UHD Graphics 730
","
128 GB
","
No
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,20
Intel Core i9-9900K,//cdna.pcpartpicker.com/static/forever/images/product/76f85d74fb4d0e2cc31f940bee5905c4.256p.jpg,https://pcpartpicker.com/product/jHZFf7/intel-core-i9-9900k-36ghz-8-core-processor-bx80684i99900k,$405.00 ,"
8
","
3.6 GHz
","
5 GHz
",N/A,N/A,"
95 W
","
Intel
",BX80684I99900K,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i7-10700K,//cdna.pcpartpicker.com/static/forever/images/product/6a40f9732bef504af112c33a980482b2.256p.jpg,https://pcpartpicker.com/product/yhxbt6/intel-core-i7-10700k-38-ghz-8-core-processor-bx8070110700k,$230.00 ,"
8
","
3.8 GHz
","
5.1 GHz
",N/A,N/A,"
125 W
","
Intel
",BX8070110700K,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
AMD Ryzen 3 3100,//cdna.pcpartpicker.com/static/forever/images/product/614673693f9281d17b521cbf52799c68.256p.jpg,https://pcpartpicker.com/product/ndwkcf/amd-ryzen-3-3100-36-ghz-quad-core-processor-100-100000284box,$170.00 ,"
4
","
3.6 GHz
","
3.9 GHz
",N/A,N/A,"
65 W
","
AMD
",100-100000284BOX,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
7 nm
","
Yes
",N/A,20
AMD Ryzen 9 3900X,//cdna.pcpartpicker.com/static/forever/images/product/14adcd1fc88ebf386b746037c966b6af.256p.jpg,https://pcpartpicker.com/product/tLCD4D/amd-ryzen-9-3900x-36-ghz-12-core-processor-100-100000023box,$395.00 ,"
12
","
3.8 GHz
","
4.6 GHz
",N/A,N/A,"
105 W
","
AMD
",N/A,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
7 nm
","
Yes
",N/A,20
Intel Core i7-14700F,//cdna.pcpartpicker.com/static/forever/images/product/367d869b80f32e8faa3075378677e28e.256p.jpg,https://pcpartpicker.com/product/9jCZxr/intel-core-i7-14700f-21-ghz-20-core-processor-bx8071514700f,$369.57 ,"
20
","
2.1 GHz
","
5.4 GHz
","
1.5 GHz
","
4.2 GHz
","
65 W
","
Intel
",BX8071514700F,"
None
","
192 GB
","
Yes
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
AMD Threadripper 3970X,//cdna.pcpartpicker.com/static/forever/images/product/f2cacb6e0f6003d798989357654aff3c.256p.jpg,https://pcpartpicker.com/product/rkwkcf/amd-threadripper-3970x-37-ghz-32-core-processor-100-100000011wof,"$1,675.00 ","
32
","
3.7 GHz
","
4.5 GHz
",N/A,N/A,"
280 W
","
AMD
",100-100000011WOF,"
None
","
512 GB
","
Yes
","
No
",Boxed,"
7 nm
","
No
",N/A,20
Intel Core i7-12700F,//cdna.pcpartpicker.com/static/forever/images/product/1d6c5691988047da895d68961c33fe95.256p.jpg,https://pcpartpicker.com/product/LT3gXL/intel-core-i7-12700f-21-ghz-12-core-processor-bx8071512700f,$249.99 ,"
12
","
2.1 GHz
","
4.9 GHz
","
1.6 GHz
","
3.6 GHz
","
65 W
","
Intel
",BX8071512700F,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
Intel Core i3-13100F,//cdna.pcpartpicker.com/static/forever/images/product/735d84f17256242adcfad88d56d590bf.256p.jpg,https://pcpartpicker.com/product/9MGbt6/intel-core-i3-13100f-34-ghz-quad-core-processor-bx8071513100f,$109.99 ,"
4
","
3.4 GHz
","
4.5 GHz
",N/A,N/A,"
58 W
","
Intel
",BX8071513100F,"
None
","
192 GB
","
No
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,20
Intel Core i5-9400F,//cdna.pcpartpicker.com/static/forever/images/product/3b2d769c28b9890779f87a7568887dfc.256p.jpg,https://pcpartpicker.com/product/T47v6h/intel-core-i5-9400f-29-ghz-6-core-processor-bx80684i59400f,$96.00 ,"
6
","
2.9 GHz
","
4.1 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80684I59400F,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i7-7700K,//cdna.pcpartpicker.com/static/forever/images/product/e466732c63d1d636cf13e256bb7cf5ff.256p.jpg,https://pcpartpicker.com/product/VKx9TW/intel-core-i7-7700k-42ghz-quad-core-processor-bx80677i77700k,$230.00 ,"
4
","
4.2 GHz
","
4.5 GHz
",N/A,N/A,"
91 W
","
Intel
",BX80677I77700K,"
Intel HD Graphics 630
","
64 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
AMD Ryzen 5 3600,//cdna.pcpartpicker.com/static/forever/images/product/1cde5220cfb0f1e964dec5e5a9f2531d.256p.jpg,https://pcpartpicker.com/product/9twypg/amd-ryzen-5-3600-36-ghz-6-core-processor-100-100000031sbx,$94.99 ,"
6
","
3.6 GHz
","
4.2 GHz
",N/A,N/A,"
65 W
","
AMD
",100-100000031SBX,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
7 nm
","
Yes
",N/A,20
Intel Core i7-6700K,//cdna.pcpartpicker.com/static/forever/images/product/614a9c530cce56d1fafbc5ba97920ab1.256p.jpg,https://pcpartpicker.com/product/tdmxFT/intel-cpu-bx80662i76700k,$180.00 ,"
4
","
4 GHz
","
4.2 GHz
",N/A,N/A,"
91 W
","
Intel
",BX80662I76700K,"
Intel HD Graphics 530
","
64 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i7-13700F,//cdna.pcpartpicker.com/static/forever/images/product/e02f59843736d101374f75d18c244a30.256p.jpg,https://pcpartpicker.com/product/xz8bt6/intel-core-i7-13700f-21-ghz-16-core-processor-bx8071513700f,$329.99 ,"
16
","
2.1 GHz
","
5.2 GHz
","
1.5 GHz
","
4.1 GHz
","
65 W
","
Intel
",BX8071513700F,"
None
","
192 GB
","
Yes
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
Intel Core i9-13900KS,//cdna.pcpartpicker.com/static/forever/images/product/4129af6f0163dfd9dad75e57aae5a99d.256p.jpg,https://pcpartpicker.com/product/TNLFf7/intel-core-i9-13900ks-3-ghz-24-core-processor-bx8071513900ks,$509.99 ,"
24
","
3 GHz
","
6 GHz
","
2.4 GHz
","
4.3 GHz
","
150 W
","
Intel
",BX8071513900KS,"
Intel UHD Graphics 770
","
192 GB
","
Yes
","
No
",Boxed,"
10 nm
","
No
",N/A,22
AMD Ryzen 7 3800X,//cdna.pcpartpicker.com/static/forever/images/product/23cd3adfd50037c1b44d6d53edb15248.256p.jpg,https://pcpartpicker.com/product/qryV3C/amd-ryzen-7-3800x-39-ghz-8-core-processor-100-100000025box,$295.00 ,"
8
","
3.9 GHz
","
4.5 GHz
",N/A,N/A,"
105 W
","
AMD
",N/A,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
7 nm
","
Yes
",N/A,20
Intel Core i9-12900KF,//cdna.pcpartpicker.com/static/forever/images/product/c3d3a6843e0c0a5d98155e9fa68c092c.256p.jpg,https://pcpartpicker.com/product/2sstt6/intel-core-i9-12900kf-32-ghz-8-core-processor-bx8071512900kf,$272.98 ,"
16
","
3.2 GHz
","
5.2 GHz
","
2.4 GHz
","
3.9 GHz
","
125 W
","
Intel
",BX8071512900KF,"
None
","
128 GB
","
No
","
No
",Boxed,"
10 nm
","
No
",N/A,22
Intel Core i7-11700K,//cdna.pcpartpicker.com/static/forever/images/product/41358d31a00cc8fb673bfa7716ea9498.256p.jpg,https://pcpartpicker.com/product/VW3gXL/intel-core-i7-11700k-36-ghz-8-core-processor-bx8070811700k,$258.00 ,"
8
","
3.6 GHz
","
5 GHz
",N/A,N/A,"
125 W
","
Intel
",BX8070811700K,"
Intel UHD Graphics 750
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i9-11900K,//cdna.pcpartpicker.com/static/forever/images/product/eb8ef73f5460ac6ad82f634b2dcf793a.256p.jpg,https://pcpartpicker.com/product/mDcG3C/intel-core-i9-11900k-35-ghz-8-core-processor-bx8070811900k,$265.00 ,"
8
","
3.5 GHz
","
5.3 GHz
",N/A,N/A,"
125 W
","
Intel
",BX8070811900K,"
Intel UHD Graphics 750
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i5-9600K,//cdna.pcpartpicker.com/static/forever/images/product/33f96aec821c5c10f4b1fd636a7d1881.256p.jpg,https://pcpartpicker.com/product/28qhP6/intel-core-i5-9600k-37ghz-6-core-processor-bx80684i59600k,$145.00 ,"
6
","
3.7 GHz
","
4.6 GHz
",N/A,N/A,"
95 W
","
Intel
",BX80684I59600K,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
AMD Ryzen 5 3400G,//cdna.pcpartpicker.com/static/forever/images/product/43e2914b40ccb9ab7ce39eb656db3b44.256p.jpg,https://pcpartpicker.com/product/XP6qqs/amd-ryzen-5-3400g-37-ghz-quad-core-processor-ryzen-5-3400g,$98.15 ,"
4
","
3.7 GHz
","
4.2 GHz
",N/A,N/A,"
65 W
","
AMD
",N/A,"
Radeon Vega 11
","
64 GB
","
No
","
Yes
",Boxed,"
12 nm
","
Yes
",N/A,20
Intel Core i5-13400,//cdna.pcpartpicker.com/static/forever/images/product/1fa41c2b4b5cf8ab078c42259685c8ed.256p.jpg,https://pcpartpicker.com/product/7xLFf7/intel-core-i5-13400-25-ghz-10-core-processor-bx8071513400,$228.98 ,"
10
","
2.5 GHz
","
4.6 GHz
","
1.8 GHz
","
3.3 GHz
","
65 W
","
Intel
",BX8071513400,"
Intel UHD Graphics 730
","
192 GB
","
No
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
Intel Core i5-10400,//cdna.pcpartpicker.com/static/forever/images/product/c18ee131d4d211b2ad40882e5b997371.256p.jpg,https://pcpartpicker.com/product/X8snTW/intel-core-i5-10400-29-ghz-6-core-processor-bx8070110400,$124.50 ,"
6
","
2.9 GHz
","
4.3 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070110400,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
AMD Ryzen 5 2600X,//cdna.pcpartpicker.com/static/forever/images/product/55aea2dd64e2e3a3e3b1d678048d8d76.256p.jpg,https://pcpartpicker.com/product/6mm323/amd-ryzen-5-2600x-36ghz-6-core-processor-yd260xbcafbox,$195.00 ,"
6
","
3.6 GHz
","
4.2 GHz
",N/A,N/A,"
95 W
","
AMD
",YD260XBCAFBOX,"
None
","
64 GB
","
No
","
Yes
",Boxed,"
12 nm
","
Yes
",N/A,20
Intel Core i5-6500,https://m.media-amazon.com/images/I/51LGOgLV8TL.jpg,https://pcpartpicker.com/product/xwhj4D/intel-cpu-bx80662i56500,$67.00 ,"
4
","
3.2 GHz
","
3.6 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80662I56500,"
Intel HD Graphics 530
","
64 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i7-8700,//cdna.pcpartpicker.com/static/forever/images/product/f3ce94aa244dd18d676b1f63f20001cd.256p.jpg,https://pcpartpicker.com/product/C9hj4D/intel-core-i7-8700-32ghz-6-core-processor-bx80684i78700,$200.00 ,"
6
","
3.2 GHz
","
4.6 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80684I78700,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i9-10900K,//cdna.pcpartpicker.com/static/forever/images/product/b501d68b041d6f48bc11c402012d59cb.256p.jpg,https://pcpartpicker.com/product/cwFKHx/intel-core-i9-10900k-37-ghz-10-core-processor-bx8070110900k,$440.00 ,"
10
","
3.7 GHz
","
5.3 GHz
",N/A,N/A,"
125 W
","
Intel
",BX8070110900K,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i3-14100,//cdna.pcpartpicker.com/static/forever/images/product/6223ba14f014fd7676c220371025fb71.256p.jpg,https://pcpartpicker.com/product/qtBzK8/intel-core-i3-14100-35-ghz-quad-core-processor-bx8071514100,$139.99 ,"
4
","
3.5 GHz
","
4.7 GHz
",N/A,N/A,"
60 W
","
Intel
",BX8071514100,"
Intel UHD Graphics 730
","
192 GB
","
Yes
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,20
Intel Core i7-14700,https://m.media-amazon.com/images/I/31wU3YIRf4L.jpg,https://pcpartpicker.com/product/7rXV3C/intel-core-i7-14700-21-ghz-20-core-processor-bx8071514700,$399.99 ,"
20
","
2.1 GHz
","
5.4 GHz
","
1.5 GHz
","
4.2 GHz
","
65 W
","
Intel
",BX8071514700,"
Intel UHD Graphics 770
","
192 GB
","
Yes
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
Intel Core i7-4790K,https://m.media-amazon.com/images/I/51XGXeC3A-L.jpg,https://pcpartpicker.com/product/6vzv6h/intel-cpu-bx80646i74790k,,"
4
","
4 GHz
","
4.4 GHz
",N/A,N/A,"
88 W
","
Intel
",BX80646I74790K,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,19
Intel Core i5-4690K,//cdna.pcpartpicker.com/static/forever/images/product/93181dc9a768fc9b512a294c4f33cc91.256p.jpg,https://pcpartpicker.com/product/Tvzv6h/intel-cpu-bx80646i54690k,$53.00 ,"
4
","
3.5 GHz
","
3.9 GHz
",N/A,N/A,"
88 W
","
Intel
",BX80646I54690K,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,19
Intel Core i5-8400,//cdna.pcpartpicker.com/static/forever/images/product/066a1b8f33dd5d26a14a4a76eb254032.256p.jpg,https://pcpartpicker.com/product/LHYWGX/intel-core-i5-8400-28ghz-6-core-processor-bx80684i58400,$130.72 ,"
6
","
2.8 GHz
","
4 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80684I58400,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i7-6700,//cdna.pcpartpicker.com/static/forever/images/product/771dc6ddec2978c73f3362ac4a8b540e.256p.jpg,https://pcpartpicker.com/product/7V7CmG/intel-cpu-bx80662i76700,$129.00 ,"
4
","
3.4 GHz
","
4 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80662I76700,"
Intel HD Graphics 530
","
64 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i5-10600K,//cdna.pcpartpicker.com/static/forever/images/product/cec5ee818776737baefc9603bdbf9391.256p.jpg,https://pcpartpicker.com/product/HcPgXL/intel-core-i5-10600k-41-ghz-6-core-processor-bx8070110600k,$143.69 ,"
6
","
4.1 GHz
","
4.8 GHz
",N/A,N/A,"
125 W
","
Intel
",BX8070110600K,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
AMD Ryzen 9 3950X,//cdna.pcpartpicker.com/static/forever/images/product/bb4c0b72e3f78893b1e5b19ab570b2c1.256p.jpg,https://pcpartpicker.com/product/t7CFf7/amd-ryzen-9-3950x-35-ghz-16-core-processor-100-100000051wof,$495.00 ,"
16
","
3.5 GHz
","
4.7 GHz
",N/A,N/A,"
105 W
","
AMD
",100-100000051WOF,"
None
","
128 GB
","
No
","
No
",Boxed,"
7 nm
","
No
",N/A,20
Intel Core i7-10700F,https://m.media-amazon.com/images/I/41P4d+8jqLL.jpg,https://pcpartpicker.com/product/PCvqqs/intel-core-i7-10700f-29-ghz-8-core-processor-bx8070110700f,$225.99 ,"
8
","
2.9 GHz
","
4.8 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070110700F,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
AMD Ryzen 5 7500F,//cdna.pcpartpicker.com/static/forever/images/product/521c4c2de515ace1e8bb11575e797393.256p.jpg,https://pcpartpicker.com/product/ms4Zxr/amd-ryzen-5-7500f-37-ghz-6-core-oemtray-processor-100-000000597,,"
6
","
3.7 GHz
","
5 GHz
",N/A,N/A,"
65 W
","
AMD
",100-000000597,"
None
","
128 GB
","
Yes
","
No
",OEM/Tray,"
5 nm
","
No
",N/A,20
Intel Core i9-12900KS,//cdna.pcpartpicker.com/static/forever/images/product/b3fd483f4dc6bc63faff298cdffb41d5.256p.jpg,https://pcpartpicker.com/product/sn4Ycf/intel-core-i9-12900ks-34-ghz-16-core-processor-bx8071512900ks,$319.98 ,"
16
","
3.4 GHz
","
5.5 GHz
","
2.5 GHz
","
4 GHz
","
150 W
","
Intel
",BX8071512900KS,"
Intel UHD Graphics 770
","
128 GB
","
No
","
No
",Boxed,"
10 nm
","
No
",N/A,22
AMD Ryzen 5 5500GT,//cdna.pcpartpicker.com/static/forever/images/product/65f2a2e1999cd06b510b8ee145a2c14f.256p.jpg,https://pcpartpicker.com/product/VcvD4D/amd-ryzen-5-5500gt-36-ghz-6-core-processor-100-100001489box,$117.00 ,"
6
","
3.6 GHz
","
4.4 GHz
",N/A,N/A,"
65 W
","
AMD
",100-100001489BOX,"
Radeon Vega 7
","
128 GB
","
No
","
Yes
",Boxed,"
7 nm
","
Yes
",N/A,20
Intel Core i7-7700,//cdna.pcpartpicker.com/static/forever/images/product/f927492257891d8bb2daf4b33d4a764f.256p.jpg,https://pcpartpicker.com/product/9mRFf7/intel-core-i7-7700-36ghz-quad-core-processor-bx80677i77700,$167.00 ,"
4
","
3.6 GHz
","
4.2 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80677I77700,"
Intel HD Graphics 630
","
64 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i9-11900KF,//cdna.pcpartpicker.com/static/forever/images/product/bf7178722382122f3fbf2e53d32e99f6.256p.jpg,https://pcpartpicker.com/product/9rrRsY/intel-core-i9-11900kf-35-ghz-8-core-processor-bx8070811900kf,$232.00 ,"
8
","
3.5 GHz
","
5.3 GHz
",N/A,N/A,"
125 W
","
Intel
",BX8070811900KF,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
AMD Ryzen 5 1600 (14nm),//cdna.pcpartpicker.com/static/forever/images/product/71be15e31e700684bc9c8fb697bd4f11.256p.jpg,https://pcpartpicker.com/product/mV98TW/amd-ryzen-5-1600-32ghz-6-core-processor-yd1600bbaebox,$256.07 ,"
6
","
3.2 GHz
","
3.6 GHz
",N/A,N/A,"
65 W
","
AMD
",YD1600BBAEBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
Intel Core i9-10850K,//cdna.pcpartpicker.com/static/forever/images/product/16f496383b11d89632a9edf7ef503aea.256p.jpg,https://pcpartpicker.com/product/nGFKHx/intel-core-i9-10850k-36-ghz-10-core-processor-bx8070110850k,$279.00 ,"
10
","
3.6 GHz
","
5.2 GHz
",N/A,N/A,"
125 W
","
Intel
",BX8070110850K,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i7-4770,//cdna.pcpartpicker.com/static/forever/images/product/2ee894e25a22610fb14cef95c9ce94b5.256p.jpg,https://pcpartpicker.com/product/sCNp99/intel-cpu-bx80646i74770,$74.95 ,"
4
","
3.4 GHz
","
3.9 GHz
",N/A,N/A,"
84 W
","
Intel
",BX80646I74770,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,19
AMD Ryzen 5 5600GT,//cdna.pcpartpicker.com/static/forever/images/product/7a6babfed0885332f51c70772687fcd1.256p.jpg,https://pcpartpicker.com/product/7XGhP6/amd-ryzen-5-5600gt-36-ghz-6-core-processor-100-100001488box,$130.00 ,"
6
","
3.6 GHz
","
4.6 GHz
",N/A,N/A,"
65 W
","
AMD
",100-100001488BOX,"
Radeon Vega 7
","
128 GB
","
No
","
Yes
",Boxed,"
7 nm
","
Yes
",N/A,20
Intel Core i7-11700F,//cdna.pcpartpicker.com/static/forever/images/product/fd3cc64653e9040372bb3570a019e71e.256p.jpg,https://pcpartpicker.com/product/QDcG3C/intel-core-i7-11700f-25-ghz-8-core-processor-bx8070811700f,$249.50 ,"
8
","
2.5 GHz
","
4.9 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070811700F,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i7-3770,https://m.media-amazon.com/images/I/51v2JNU0WaL.jpg,https://pcpartpicker.com/product/Vjzv6h/intel-cpu-bx80637i73770,$122.03 ,"
4
","
3.4 GHz
",N/A,N/A,N/A,"
77 W
","
Intel
",BX80637I73770,"
Intel HD Graphics 4000
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Core i5-10600KF,//cdna.pcpartpicker.com/static/forever/images/product/d28d05f1c9972e51ef212760baca9612.256p.jpg,https://pcpartpicker.com/product/p6jNnQ/intel-core-i5-10600kf-41-ghz-6-core-processor-bx8070110600kf,$124.00 ,"
6
","
4.1 GHz
","
4.8 GHz
",N/A,N/A,"
125 W
","
Intel
",BX8070110600KF,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i5-14400,//cdna.pcpartpicker.com/static/forever/images/product/be9f67b5c1dc033e0373e28beba6a220.256p.jpg,https://pcpartpicker.com/product/37qrxr/intel-core-i5-14400-25-ghz-10-core-processor-bx8071514400,$229.99 ,"
10
","
2.5 GHz
","
4.7 GHz
","
1.8 GHz
","
3.5 GHz
","
65 W
","
Intel
",BX8071514400,"
Intel UHD Graphics 730
","
192 GB
","
Yes
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
AMD Threadripper 3960X,//cdna.pcpartpicker.com/static/forever/images/product/3ada9b0ee52763b884f3f76b681846ad.256p.jpg,https://pcpartpicker.com/product/kNyqqs/amd-ryzen-9-3960x-38-ghz-24-core-processor-100-100000010wof,"$1,300.00 ","
24
","
3.8 GHz
","
4.5 GHz
",N/A,N/A,"
280 W
","
AMD
",100-100000010WOF,"
None
","
512 GB
","
Yes
","
No
",Boxed,"
7 nm
","
No
",N/A,20
Intel Core i5-11400,//cdna.pcpartpicker.com/static/forever/images/product/c770299ed161e4589288e53b3c315088.256p.jpg,https://pcpartpicker.com/product/92VmP6/intel-core-i5-11400-26-ghz-6-core-processor-bx8070811400,$136.50 ,"
6
","
2.6 GHz
","
4.4 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070811400,"
Intel UHD Graphics 730
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
