Name,Image URL,Product URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,SLI/CrossFire
Gigabyte GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/a2b379f45c9a469f67e9d1118193a4ca.256p.jpg,https://pcpartpicker.com/product/TgkWGX/gigabyte-gaming-oc-geforce-rtx-4090-24-gb-video-card-gv-n4090gaming-oc-24gd,"$1,799.99 ",Gigabyte,GV-N4090GAMING OC-24GD,GeForce RTX 4090,24 GB,GDDR6X,2235 MHz,N/A,21000 MHz,PCIe x16,Black,G-Sync,340 mm,450 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
Sapphire PULSE,//cdna.pcpartpicker.com/static/forever/images/product/5d0ebfa77082c463d413e09a7e821d29.256p.jpg,https://pcpartpicker.com/product/RRfnTW/sapphire-pulse-radeon-rx-7900-xtx-24-gb-video-card-11322-02-20g,$899.99 ,Sapphire,11322-02-20G,Radeon RX 7900 XTX,24 GB,GDDR6,2300 MHz,2525 MHz,N/A,PCIe x16,Black / Red,FreeSync,313 mm,370 W,2,3,3 Fans,3 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A
ASRock Challenger OC,//cdna.pcpartpicker.com/static/forever/images/product/d386923f7490f432e0052a2aa2857c4a.256p.jpg,https://pcpartpicker.com/product/rfV2FT/asrock-challenger-oc-radeon-rx-7800-xt-16-gb-video-card-rx7800xt-cl-16go,$479.99 ,ASRock,"RX7800XT CL 16GO, 90-GA4SZZ-00UANF",Radeon RX 7800 XT,16 GB,GDDR6,1295 MHz,2475 MHz,N/A,PCIe x16,Black,FreeSync,267 mm,263 W,2,3,2 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Asus ProArt OC,https://m.media-amazon.com/images/I/31G+EHZzqOL.jpg,https://pcpartpicker.com/product/bbDQzy/asus-proart-oc-geforce-rtx-4080-super-16-gb-video-card-proart-rtx4080s-o16g,"$1,129.99 ",Asus,"proart-rtx4080s-o16g, 90YV0K90-M0NA00, 90YV0K90-M0AA00",GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2640 MHz,N/A,PCIe x16,Black / Gold,G-Sync,300 mm,320 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Sapphire PULSE,https://m.media-amazon.com/images/I/41DfYxZXJqL.jpg,https://pcpartpicker.com/product/TxTZxr/sapphire-pulse-radeon-rx-7700-xt-12-gb-video-card-11335-04-20g,$389.99 ,Sapphire,11335-04-20G,Radeon RX 7700 XT,12 GB,GDDR6,1700 MHz,2544 MHz,N/A,PCIe x16,Black / Red,FreeSync,280 mm,230 W,2,3,2 Fans,2 PCIe 8-pin,2,2,N/A,N/A,N/A,N/A,N/A,N/A
MSI VENTUS 2X OC,//cdna.pcpartpicker.com/static/forever/images/product/f86c8c5780481bd5cfd54e7251ce354e.256p.jpg,https://pcpartpicker.com/product/TGMMnQ/msi-ventus-2x-oc-geforce-rtx-3050-6gb-6-gb-video-card-rtx-3050-ventus-2x-6g-oc,$179.99 ,MSI,"RTX 3050 VENTUS 2X 6G OC, GeForce RTX 3050 VENTUS 2X 6G OC, V812-015R, 912-V812-015",GeForce RTX 3050 6GB,6 GB,GDDR6,1040 MHz,1492 MHz,N/A,PCIe x16,Black,G-Sync,189 mm,70 W,2,2,2 Fans,None,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A
PowerColor Fighter,https://m.media-amazon.com/images/I/41Z+tPcosjL.jpg,https://pcpartpicker.com/product/fQhFf7/powercolor-radeon-rx-6600-8-gb-fighter-video-card-axrx-6600-8gbd6-3dh,$199.99 ,PowerColor,AXRX 6600 8GBD6-3DH,Radeon RX 6600,8 GB,GDDR6,1626 MHz,2491 MHz,N/A,PCIe x16,Black,FreeSync,200 mm,132 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
NVIDIA Founders Edition,//cdna.pcpartpicker.com/static/forever/images/product/8258cfebf744bbf8e9d175944093d490.256p.jpg,https://pcpartpicker.com/product/K688TW/nvidia-founders-edition-geforce-rtx-4070-12-gb-video-card-900-1g141-2544-000,$703.99 ,NVIDIA,900-1G141-2544-000,GeForce RTX 4070,12 GB,GDDR6X,1920 MHz,2480 MHz,N/A,PCIe x16,Black / Silver,G-Sync,244 mm,200 W,2,2,2 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Asus ROG STRIX GAMING OC,https://m.media-amazon.com/images/I/41kAmUfffEL.jpg,https://pcpartpicker.com/product/zQYRsY/asus-rog-strix-gaming-oc-geforce-rtx-4080-super-16-gb-video-card-rog-strix-rtx4080s-o16g-white,"$1,299.99 ",Asus,"rog-strix-rtx4080s-o16g-white, 90YV0KB2-M0NA00, 90YV0KB2-M0AA00",GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2670 MHz,N/A,PCIe x16,White,G-Sync,358 mm,320 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,2,N/A,3,N/A,N/A
Gigabyte GAMING OC Rev 2.0,https://m.media-amazon.com/images/I/41TxodjkO1S.jpg,https://pcpartpicker.com/product/mLYmP6/gigabyte-geforce-rtx-3070-lhr-8-gb-gaming-oc-rev-20-video-card-gv-n3070gaming-oc-8gd-rev-20,$537.98 ,Gigabyte,"GV-N3070GAMING OC-8GD Rev 2.0, GV-N3070GAMING OC-8GD V2, GV-N3070GAMING OC-8GD 2.0",GeForce RTX 3070 LHR,8 GB,GDDR6,1500 MHz,1815 MHz,14000 MHz,PCIe x16,Black,G-Sync,286 mm,220 W,2,3,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,2,2,N/A,N/A,N/A,N/A,N/A,N/A
NVIDIA Founders Edition,//cdna.pcpartpicker.com/static/forever/images/product/42c230daa7a42426b3025984bf3418bd.256p.jpg,https://pcpartpicker.com/product/QHDQzy/nvidia-founders-edition-geforce-rtx-4070-super-12-gb-video-card-900-1g141-2534-000,,NVIDIA,900-1G141-2534-000,GeForce RTX 4070 SUPER,12 GB,GDDR6X,1980 MHz,2480 MHz,N/A,PCIe x16,Black / Silver,G-Sync,244 mm,220 W,2,2,2 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
XFX Speedster SWFT 210,//cdna.pcpartpicker.com/static/forever/images/product/9dfd9338635c909cdc810e266474b18d.256p.jpg,https://pcpartpicker.com/product/wdvdnQ/xfx-radeon-rx-6600-8-gb-speedster-swft-210-video-card-rx-66xl8lfdq,$199.99 ,XFX,RX-66XL8LFDQ,Radeon RX 6600,8 GB,GDDR6,1626 MHz,2491 MHz,N/A,PCIe x16,Black,FreeSync,241 mm,132 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Zotac Twin Edge,//cdna.pcpartpicker.com/static/forever/images/product/d2362a301fdec874257761c508a6d9e0.256p.jpg,https://pcpartpicker.com/product/Zh88TW/zotac-twin-edge-geforce-rtx-4070-super-12-gb-video-card-zt-d40720e-10m,$589.99 ,Zotac,"ZT-D40720E-10M, VC-ZT-D40720E-10M",GeForce RTX 4070 SUPER,12 GB,GDDR6X,1980 MHz,2475 MHz,N/A,PCIe x16,Black,G-Sync,234 mm,220 W,2,2,2 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Sapphire PULSE,//cdna.pcpartpicker.com/static/forever/images/product/f1298cb3009d335d5d4c94c21d40b6f6.256p.jpg,https://pcpartpicker.com/product/xC88TW/sapphire-pulse-radeon-rx-7600-xt-8-gb-video-card-11324-01-20g,$269.99 ,Sapphire,11324-01-20G,Radeon RX 7600,8 GB,GDDR6,1720 MHz,2755 MHz,18000 MHz,PCIe x16,Black / Red,FreeSync,240 mm,185 W,2,3,2 Fans,1 PCIe 8-pin,1,N/A,N/A,N/A,3,N/A,N/A,N/A
Asus TUF GAMING OC,https://m.media-amazon.com/images/I/414HBcgSZPL.jpg,https://pcpartpicker.com/product/rNjRsY/asus-tuf-gaming-oc-geforce-rtx-4080-super-16-gb-video-card-tuf-rtx4080s-o16g-gaming,"$1,099.99 ",Asus,"tuf-rtx4080s-o16g-gaming, 90YV0KA0-M0NA00, 90YV0KA0-M0AA00",GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2640 MHz,N/A,PCIe x16,Black,G-Sync,348 mm,320 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,2,N/A,3,N/A,N/A
Zotac GAMING Trinity,//cdna.pcpartpicker.com/static/forever/images/product/52b10beb07c41f73ec4ae5239dac1c17.256p.jpg,https://pcpartpicker.com/product/nbDQzy/zotac-gaming-trinity-geforce-rtx-4070-ti-super-16-gb-video-card-zt-d40730d-10p,$799.99 ,Zotac,ZT-D40730D-10P,GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2610 MHz,N/A,PCIe x16,Black,G-Sync,307 mm,285 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Sapphire PULSE,//cdna.pcpartpicker.com/static/forever/images/product/27f83b81bd3d219e7faa7b8f60bccaef.256p.jpg,https://pcpartpicker.com/product/dYCZxr/sapphire-pulse-radeon-rx-7900-gre-16-gb-video-card-11325-04-20g,$539.99 ,Sapphire,11325-04-20G,Radeon RX 7900 GRE,16 GB,GDDR6,1270 MHz,2290 MHz,18000 MHz,PCIe x16,Black / Red,FreeSync,320 mm,268 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A
Gigabyte WINDFORCE OC,//cdna.pcpartpicker.com/static/forever/images/product/d1ee397daefa4776520d717fb1a0611a.256p.jpg,https://pcpartpicker.com/product/VgtLrH/gigabyte-windforce-oc-geforce-rtx-4070-ti-12-gb-video-card-gv-n407twf3oc-12gd,$801.36 ,Gigabyte,"GV-N407TWF3OC-12GD, N407TWF3 OC 12GD",GeForce RTX 4070 Ti,12 GB,GDDR6X,2310 MHz,2625 MHz,N/A,PCIe x16,Black / Silver,G-Sync,261 mm,285 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Asus Dual GeForce RTX 3060 V2 OC Edition,//cdna.pcpartpicker.com/static/forever/images/product/a6cfb4e58daecb7b49fb19b0f5268a56.256p.jpg,https://pcpartpicker.com/product/KXYmP6/asus-geforce-rtx-3060-12-gb-dual-oc-v2-video-card-dual-rtx3060-o12g-v2,$299.99 ,Asus,"DUAL-RTX3060-O12G-V2, 90YV0GB2-M0NA10",GeForce RTX 3060 12GB,12 GB,GDDR6,1320 MHz,1867 MHz,15000 MHz,PCIe x16,Black,G-Sync,200 mm,170 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
MSI VENTUS 2X BLACK OC,//cdna.pcpartpicker.com/static/forever/images/product/8740510e5c21901f28302bbcf3950e12.256p.jpg,https://pcpartpicker.com/product/4DkH99/msi-ventus-2x-black-oc-geforce-rtx-4060-ti-16-gb-video-card-rtx-4060-ti-ventus-2x-black-16g-oc,$449.99 ,MSI,"RTX 4060 Ti VENTUS 2X BLACK 16G OC, GeForce RTX 4060 Ti VENTUS 2X BLACK 16G OC, 912-V517-014, V517-005R",GeForce RTX 4060 Ti,16 GB,GDDR6,2310 MHz,2625 MHz,N/A,PCIe x16,Black,G-Sync,199 mm,165 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Asus ROG STRIX GAMING OC,https://m.media-amazon.com/images/I/418omsvwGJL.jpg,https://pcpartpicker.com/product/jdcgXL/asus-rog-strix-gaming-oc-geforce-rtx-4080-super-16-gb-video-card-rog-strix-rtx4080s-o16g-gaming,"$1,249.99 ",Asus,"rog-strix-rtx4080s-o16g-gaming, 90YV0KB0-M0NA00, 90YV0KB0-M0AA00",GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2670 MHz,N/A,PCIe x16,Black,G-Sync,358 mm,320 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,2,N/A,3,N/A,N/A
NVIDIA Founders Edition,//cdna.pcpartpicker.com/static/forever/images/product/c6a15cf04015662c7fa28cd2ab228c50.256p.jpg,https://pcpartpicker.com/product/9crqqs/nvidia-founders-edition-geforce-rtx-4080-super-16-gb-video-card-900-1g136-2555-000,,NVIDIA,900-1G136-2555-000,GeForce RTX 4080 SUPER,16 GB,GDDR6,2210 MHz,2550 MHz,N/A,PCIe x16,Black,G-Sync,304 mm,320 W,3,3,2 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Zotac GAMING Trinity OC,//cdna.pcpartpicker.com/static/forever/images/product/679c31e35e4e0ac278f15a747d85ef6a.256p.jpg,https://pcpartpicker.com/product/MjCZxr/zotac-gaming-trinity-oc-geforce-rtx-4080-super-16-gb-video-card-zt-d40820q-10p,"$1,009.99 ",Zotac,ZT-D40820Q-10P,GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2565 MHz,N/A,PCIe x16,White,G-Sync,307 mm,320 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
ASRock Phantom Gaming OC,//cdna.pcpartpicker.com/static/forever/images/product/4682e04146d41a728f3aaa3d23b1c97d.256p.jpg,https://pcpartpicker.com/product/v2qPxr/asrock-phantom-gaming-oc-radeon-rx-7900-xt-20-gb-video-card-rx7900xt-pg-20go,$689.99 ,ASRock,"RX7900XT PG 20GO, 90-GA3XZZ-00UANF",Radeon RX 7900 XT,20 GB,GDDR6,2000 MHz,2450 MHz,N/A,PCIe x16,Black,FreeSync,330 mm,300 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
PowerColor Hellhound,//cdna.pcpartpicker.com/static/forever/images/product/ab9093caadd278b8e3ec0bbd6b9a6eb2.256p.jpg,https://pcpartpicker.com/product/wHVmP6/powercolor-hellhound-radeon-rx-7900-xtx-24-gb-video-card-rx7900xtx-24g-loc,,PowerColor,RX7900XTX 24G-L/OC,Radeon RX 7900 XTX,24 GB,GDDR6,2300 MHz,2525 MHz,N/A,PCIe x16,Black,FreeSync,320 mm,355 W,3,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
XFX Speedster QICK 319 Core,https://m.media-amazon.com/images/I/41UjmxCZtyL.jpg,https://pcpartpicker.com/product/GYfxFT/xfx-speedster-qick-319-core-radeon-rx-7800-xt-16-gb-video-card-rx-78tqickf9,$499.99 ,XFX,RX-78TQICKF9,Radeon RX 7800 XT,16 GB,GDDR6,1295 MHz,2430 MHz,N/A,PCIe x16,Black,FreeSync,335 mm,263 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Asus DUAL,//cdna.pcpartpicker.com/static/forever/images/product/5909467f4e89b69ef1dc59517743c877.256p.jpg,https://pcpartpicker.com/product/fcTZxr/asus-dual-geforce-rtx-4070-12-gb-video-card-dual-rtx4070-12g,$692.75 ,Asus,"dual-rtx4070-12g, 90YV0IZ3-M0NA00",GeForce RTX 4070,12 GB,GDDR6X,2475 MHz,2505 MHz,N/A,PCIe x16,Black,G-Sync,267 mm,200 W,2,3,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
XFX RX-79GMERCB9,//cdna.pcpartpicker.com/static/forever/images/product/4ea392c27555f383750be1a63afec414.256p.jpg,https://pcpartpicker.com/product/wXtLrH/xfx-rx-79gmercb9-radeon-rx-7900-gre-16-gb-video-card-rx-79gmercb9,$540.53 ,XFX,RX-79GMERCB9,Radeon RX 7900 GRE,16 GB,GDDR6,1270 MHz,2395 MHz,18000 MHz,PCIe x16,Black,FreeSync,335 mm,260 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Sapphire PURE,https://m.media-amazon.com/images/I/31lYEeZXwlL.jpg,https://pcpartpicker.com/product/ZCCZxr/sapphire-pure-radeon-rx-7700-xt-12-gb-video-card-11335-03-20g,$429.99 ,Sapphire,11335-03-20G,Radeon RX 7700 XT,12 GB,GDDR6,1700 MHz,2584 MHz,N/A,PCIe x16,White,FreeSync,320 mm,240 W,2,3,3 Fans,2 PCIe 8-pin,2,2,N/A,N/A,N/A,N/A,N/A,N/A
XFX Speedster SWFT 319 Core,//cdna.pcpartpicker.com/static/forever/images/product/5d7c32899e9a22db285ca477eb274acf.256p.jpg,https://pcpartpicker.com/product/WMgrxr/xfx-speedster-swft-319-core-radeon-rx-6800-16-gb-video-card-rx-68xlaqfde,,XFX,RX-68XLAQFDE,Radeon RX 6800,16 GB,GDDR6,1700 MHz,2105 MHz,N/A,PCIe x16,Black,FreeSync,340 mm,250 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
PNY VERTO OC,//cdna.pcpartpicker.com/static/forever/images/product/41b4e6d1be0faa7aebe206126f1ab4a8.256p.jpg,https://pcpartpicker.com/product/BMgrxr/pny-verto-oc-geforce-rtx-4080-super-16-gb-video-card-vcg4080s16tfxpb1-o,$989.99 ,PNY,VCG4080S16TFXPB1-O,GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2565 MHz,N/A,PCIe x16,Black,G-Sync,340 mm,320 W,3,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
PowerColor Hellhound OC,//cdna.pcpartpicker.com/static/forever/images/product/e0634f2e7d05f04d66373aa37a1ed99f.256p.jpg,https://pcpartpicker.com/product/BtkH99/powercolor-hellhound-oc-radeon-rx-7800-xt-16-gb-video-card-rx-7800-xt-16g-loc,$622.03 ,PowerColor,"RX 7800 XT 16G-L/OC, RX7800XT 16GB-L/OC",Radeon RX 7800 XT,16 GB,GDDR6,1295 MHz,2520 MHz,N/A,PCIe x16,Black,FreeSync,322 mm,263 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Gigabyte AERO OC,//cdna.pcpartpicker.com/static/forever/images/product/f5021f8344ea235caee2c95fbae13141.256p.jpg,https://pcpartpicker.com/product/qjCZxr/gigabyte-aero-oc-geforce-rtx-4070-ti-super-16-gb-video-card-gv-n407tsaero-oc-16gd,$879.99 ,Gigabyte,GV-N407TSAERO OC-16GD,GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2655 MHz,N/A,PCIe x16,White / Silver,G-Sync,300 mm,285 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI VENTUS 3X OC,//cdna.pcpartpicker.com/static/forever/images/product/841c1108b3d044a52294c9b20ff098f8.256p.jpg,https://pcpartpicker.com/product/PwZXsY/msi-ventus-3x-oc-geforce-rtx-4070-super-12-gb-video-card-rtx-4070-super-12g-ventus-3x-oc,$629.99 ,MSI,"RTX 4070 SUPER 12G VENTUS 3X OC, GeForce RTX 4070 SUPER 12G VENTUS 3X OC, G4070S12GV3C",GeForce RTX 4070 SUPER,12 GB,GDDR6X,1980 MHz,2520 MHz,N/A,PCIe x16,Black,G-Sync,308 mm,220 W,2,2,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI GAMING X SLIM,//cdna.pcpartpicker.com/static/forever/images/product/a4cd807af97da691600e3e0d40d02d04.256p.jpg,https://pcpartpicker.com/product/p7Hqqs/msi-gaming-x-slim-geforce-rtx-4070-ti-super-16-gb-video-card-rtx-4070-ti-super-16g-gaming-x-slim,$845.00 ,MSI,"RTX 4070 Ti SUPER 16G GAMING X SLIM, GeForce RTX 4070 Ti SUPER 16G GAMING X SLIM, V513-611R, 912-V513-611",GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2685 MHz,N/A,PCIe x16,Black / Silver,G-Sync,307 mm,285 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
ASRock Phantom Gaming OC,//cdna.pcpartpicker.com/static/forever/images/product/585cc52e8861a38eaa63e4e0b0f2975d.256p.jpg,https://pcpartpicker.com/product/WbxxFT/asrock-phantom-gaming-oc-radeon-rx-7900-xt-20-gb-video-card-rx7900xt-pgw-20go,$699.99 ,ASRock,"RX7900XT PGW 20GO, 90-GA4XZZ-00UANF",Radeon RX 7900 XT,20 GB,GDDR6,2000 MHz,2450 MHz,N/A,PCIe x16,White,FreeSync,330 mm,300 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,1,2,N/A
Asus TUF GAMING,//cdna.pcpartpicker.com/static/forever/images/product/0121340ca3f17110317c1061c4ac3288.256p.jpg,https://pcpartpicker.com/product/brddnQ/asus-tuf-gaming-geforce-rtx-4090-24-gb-video-card-tuf-rtx4090-24g-gaming,"$2,099.98 ",Asus,"TUF-RTX4090-24G-GAMING, 90YV0IE1-M0NA00, 90YV0IE1-M0AA00",GeForce RTX 4090,24 GB,GDDR6X,2235 MHz,2550 MHz,21000 MHz,PCIe x16,Black,G-Sync,348 mm,450 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,2,N/A,3,N/A,N/A
MSI SUPRIM LIQUID X,//cdna.pcpartpicker.com/static/forever/images/product/b53c2e7da8ed33a450a7b15ea5bd3ccd.256p.jpg,https://pcpartpicker.com/product/VtPQzy/msi-suprim-liquid-x-geforce-rtx-4090-24-gb-video-card-geforce-rtx-4090-suprim-liquid-x-24g,"$1,749.99 ",MSI,"GeForce RTX 4090 SUPRIM LIQUID X 24G, RTX 4090 SUPRIM LIQUID X 24G, V510-007R, G4090SLX24",GeForce RTX 4090,24 GB,GDDR6X,2235 MHz,N/A,21000 MHz,PCIe x16,Black / Silver,G-Sync,280 mm,450 W,2,2,240 mm Radiator + 1 Fan,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI VENTUS 2X OC,//cdna.pcpartpicker.com/static/forever/images/product/09ee09118669a433101bcce00e35695a.256p.jpg,https://pcpartpicker.com/product/LKn9TW/msi-ventus-2x-oc-geforce-rtx-4060-8-gb-video-card-rtx-4060-ventus-2x-white-8g-oc,$299.00 ,MSI,"RTX 4060 VENTUS 2X WHITE 8G OC, GeForce RTX 4060 VENTUS 2X WHITE 8G OC, 912-V516-032, V516-030R",GeForce RTX 4060,8 GB,GDDR6,1830 MHz,2505 MHz,N/A,PCIe x16,White / Silver,G-Sync,199 mm,115 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gigabyte EAGLE OC,//cdna.pcpartpicker.com/static/forever/images/product/599248961c2110a8e3b0f5f462749c98.256p.jpg,https://pcpartpicker.com/product/kkJp99/gigabyte-eagle-oc-geforce-rtx-4060-8-gb-video-card-gv-n4060eagle-oc-8gd,$304.99 ,Gigabyte,GV-N4060EAGLE OC-8GD,GeForce RTX 4060,8 GB,GDDR6,1830 MHz,N/A,N/A,PCIe x16,Black,G-Sync,272 mm,115 W,2,2,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,2,N/A,2,N/A,N/A
Gigabyte AERO OC,//cdna.pcpartpicker.com/static/forever/images/product/b4c4ffffc904f8a47896771fefea5482.256p.jpg,https://pcpartpicker.com/product/Zn6NnQ/gigabyte-aero-oc-geforce-rtx-4060-ti-8-gb-video-card-gv-n406taero-oc-8gd,$427.99 ,Gigabyte,GV-N406TAERO OC-8GD,GeForce RTX 4060 Ti,8 GB,GDDR6,2310 MHz,N/A,N/A,PCIe x16,White / Silver,G-Sync,281 mm,165 W,2,3,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,2,N/A,2,N/A,N/A
ASRock Challenger D OC,https://m.media-amazon.com/images/I/410gvYVbOKL.jpg,https://pcpartpicker.com/product/DgFbt6/asrock-radeon-rx-6600-xt-8-gb-challenger-d-oc-video-card-rx6600xt-cld-8go,$229.99 ,ASRock,"RX6600XT CLD 8GO, 90-GA2TZZ-00UANF",Radeon RX 6600 XT,8 GB,GDDR6,1968 MHz,N/A,N/A,PCIe x16,Black,FreeSync,269 mm,160 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte AERO OC,//cdna.pcpartpicker.com/static/forever/images/product/fb4b3f674308cadaf9c8a1f266cacbd2.256p.jpg,https://pcpartpicker.com/product/94hv6h/gigabyte-aero-oc-geforce-rtx-4080-super-16-gb-video-card-gv-n408saero-oc-16gd,"$1,149.99 ",Gigabyte,GV-N408SAERO OC-16GD,GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2595 MHz,N/A,PCIe x16,White / Silver,G-Sync,342 mm,320 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI GAMING X SLIM,//cdna.pcpartpicker.com/static/forever/images/product/1791484dde9dbb2bda8afb2d2a9f4353.256p.jpg,https://pcpartpicker.com/product/YFmNnQ/msi-gaming-x-slim-geforce-rtx-4070-12-gb-video-card-rtx-4070-gaming-x-slim-12g,$700.47 ,MSI,"RTX 4070 GAMING X SLIM 12G, GeForce RTX 4070 GAMING X SLIM 12G, 912-V513-251, V513-251R",GeForce RTX 4070,12 GB,GDDR6X,1920 MHz,2625 MHz,N/A,PCIe x16,Black / Gray,G-Sync,307 mm,215 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gigabyte AERO OC,//cdna.pcpartpicker.com/static/forever/images/product/a25961e84add544b57a2ed34d35b06cf.256p.jpg,https://pcpartpicker.com/product/JMZXsY/gigabyte-aero-oc-geforce-rtx-4090-24-gb-video-card-gv-n4090aero-oc-24gd,"$1,849.72 ",Gigabyte,GV-N4090AERO OC-24GD,GeForce RTX 4090,24 GB,GDDR6X,2520 MHz,2535 MHz,N/A,PCIe x16,Silver / White,G-Sync,342 mm,450 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
ASRock Radeon RX6700XT CLD 12G,//cdna.pcpartpicker.com/static/forever/images/product/2270978db545fc416882d48b1c08a55a.256p.jpg,https://pcpartpicker.com/product/8HBG3C/asrock-radeon-rx-6700-xt-12-gb-challenger-d-video-card-rx6700xt-cld-12g,,ASRock,"RX6700XT CLD 12G, 90-GA2KZZ-00UANF",Radeon RX 6700 XT,12 GB,GDDR6,2321 MHz,2581 MHz,16000 MHz,PCIe x16,Black,FreeSync,269 mm,230 W,2,3,2 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
