Name,Image URL,Product URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,SLI/CrossFire
Asus R9290X-G-4GD5,https://images-na.ssl-images-amazon.com/images/I/41HZrUojnWL.jpg,https://pcpartpicker.com/product/dFzv6h/asus-video-card-r9290xg4gd5,,Asus,R9290X-G-4GD5,Radeon R9 290X,4 GB,GDDR5,772 MHz,1000 MHz,5000 MHz,PCIe x16,Black / Red,None,276 mm,300 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
MSI R9 290X 4GD5 BF4,//cdna.pcpartpicker.com/static/forever/images/product/c5e175b111927a887a6b778b9bfce406.256p.jpg,https://pcpartpicker.com/product/yxXfrH/msi-video-card-r9290x4gd5bf4,,MSI,R9 290X 4GD5 BF4,Radeon R9 290X,4 GB,GDDR5,772 MHz,1000 MHz,5000 MHz,PCIe x16,Black / Red,None,276 mm,300 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Asus DirectCU II,https://images-fe.ssl-images-amazon.com/images/I/213uiyBzLtL.jpg,https://pcpartpicker.com/product/JkFPxr/asus-video-card-r9280xdc2t3gd5v2,,Asus,R9280X-DC2T-3GD5-V2,Radeon R9 280X,3 GB,GDDR5,1070 MHz,N/A,6000 MHz,PCIe x16,Black / Red,None,284 mm,250 W,3,3,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,N/A,4,1,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
VisionTek Radeon R9 280X,https://images-na.ssl-images-amazon.com/images/I/410dK3F1W4L.jpg,https://pcpartpicker.com/product/kjtCmG/visiontek-video-card-900652,,VisionTek,900652,Radeon R9 280X,3 GB,GDDR5,850 MHz,1000 MHz,6000 MHz,PCIe x16,Black / Red,None,N/A,250 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Zotac Synergy Edition,https://m.media-amazon.com/images/I/41qCLqMQGvL.jpg,https://pcpartpicker.com/product/TZtCmG/zotac-video-card-zt6090410m,,Zotac,ZT-60904-10M,GeForce GTX 660,2 GB,GDDR5,993 MHz,1059 MHz,6008 MHz,PCIe x16,Black / Silver,G-Sync,195 mm,140 W,2,2,1 Fan,None,1,1,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Club 3D CGAX-4872DDO,https://m.media-amazon.com/images/I/21AHxQfV1pL.jpg,https://pcpartpicker.com/product/PT8Zxr/club-3d-video-card-cgax4872ddo,,Club 3D,CGAX-4872DDO,Radeon HD 4870,0.5 GB,GDDR5,800 MHz,N/A,3800 MHz,PCIe x16,N/A,None,N/A,150 W,2,2,1 Fan,None,N/A,N/A,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AX7870 2GBD5-M2DH,https://m.media-amazon.com/images/I/41IGJ9oe1yL.jpg,https://pcpartpicker.com/product/MjtCmG/powercolor-video-card-ax78702gbd5m2dh,,PowerColor,AX7870 2GBD5-M2DH,Radeon HD 7870 GHz Edition,2 GB,GDDR5,1000 MHz,N/A,4800 MHz,PCIe x16,Black / Red,None,241 mm,175 W,2,2,1 Fan,2 PCIe 6-pin,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AX7790 1GBD5-DHV2/OC,/static/forever/img/no-image.png,https://pcpartpicker.com/product/dKYXsY/powercolor-video-card-ax77901gbd5dhv2oc,,PowerColor,AX7790 1GBD5-DHV2/OC,Radeon HD 7790,1 GB,GDDR5,1000 MHz,1030 MHz,6000 MHz,PCIe x16,Black / Red,None,180 mm,85 W,2,2,1 Fan,None,1,1,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
HIS IceQ X²,https://images-na.ssl-images-amazon.com/images/I/41ngMDv75BL.jpg,https://pcpartpicker.com/product/KWxfrH/his-video-card-h270xq2g2m,,HIS,H270XQ2G2M,Radeon R9 270X,2 GB,GDDR5,1000 MHz,1050 MHz,6000 MHz,PCIe x16,Black / Silver,None,270 mm,180 W,2,2,1 Fan,2 PCIe 6-pin,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
HIS IceQ X²,//cdna.pcpartpicker.com/static/forever/images/product/054981e0cedb9f04240fe701773b5ca6.med.256p.jpg,https://pcpartpicker.com/product/pqckcf/his-video-card-h270qmt2g2m,,HIS,H270QMT2G2M,Radeon R9 270,2 GB,GDDR5,950 MHz,975 MHz,5600 MHz,PCIe x16,Black / Silver,None,223 mm,150 W,2,2,2 Fans,1 PCIe 6-pin,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Gainward 2944 PCX,//cdna.pcpartpicker.com/static/forever/images/product/e169f9a750d5bbe0c600feb5efd8cf90.med.256p.jpg,https://pcpartpicker.com/product/kkFPxr/gainward-video-card-2944,,Gainward,2944,GeForce GTX 770,2 GB,GDDR5,1046 MHz,1085 MHz,3505 MHz,PCIe x16,Black,G-Sync,280 mm,230 W,2,2,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Sapphire 100362BF4SR,/static/forever/img/no-image.png,https://pcpartpicker.com/product/b4yFf7/sapphire-video-card-100362bf4sr,,Sapphire,100362BF4SR,Radeon R9 290,4 GB,GDDR5,947 MHz,N/A,5000 MHz,PCIe x16,Black / Red,None,276 mm,250 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Gigabyte GV-N65TOC-2GI REV2.0,https://m.media-amazon.com/images/I/51-D66CkiOL.jpg,https://pcpartpicker.com/product/V6TmP6/gigabyte-video-card-gvn65toc2girev20,,Gigabyte,GV-N65TOC-2GI REV2.0,GeForce GTX 650 Ti,2 GB,GDDR5,1032 MHz,N/A,5400 MHz,PCIe x16,Black / Blue,None,200 mm,110 W,2,2,2 Fans,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
Gigabyte WINDFORCE,https://m.media-amazon.com/images/I/419-q2pejOL.jpg,https://pcpartpicker.com/product/RJjG3C/gigabyte-video-card-gvn760oc4gdrev20,,Gigabyte,GV-N760OC-4GD REV2.0,GeForce GTX 760,4 GB,GDDR5,1085 MHz,1150 MHz,6008 MHz,PCIe x16,Black / Silver,G-Sync,292 mm,170 W,2,2,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
PNY VCGGTX780T3XPB-OC,https://images-na.ssl-images-amazon.com/images/I/41qyo2dO-EL.jpg,https://pcpartpicker.com/product/xG7wrH/pny-video-card-vcggtx780t3xpboc,,PNY,VCGGTX780T3XPB-OC,GeForce GTX 780 Ti,3 GB,GDDR5,980 MHz,1046 MHz,7000 MHz,PCIe x16,Black / Gold,G-Sync,287 mm,250 W,2,2,3 Fans,2 PCIe 8-pin,1,1,1,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
Diamond 7770PE51GV,https://m.media-amazon.com/images/I/41YWSaXiQpL.jpg,https://pcpartpicker.com/product/j7fp99/diamond-video-card-7770pe51gv,,Diamond,7770PE51GV,Radeon HD 7770 GHz Edition,1 GB,GDDR5,1000 MHz,N/A,1125 MHz,PCIe x16,Black / Red,None,162 mm,80 W,2,3,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI TWIN FROZR,//cdna.pcpartpicker.com/static/forever/images/product/b0ba91efe61905ea44da53155e76c416.256p.jpg,https://pcpartpicker.com/product/RgR48d/msi-video-card-912v303020,,MSI,"912-V303-020, R9 270X GAMING 4G",Radeon R9 270X,4 GB,GDDR5,1030 MHz,N/A,5600 MHz,PCIe x16,Black / Red,None,260 mm,180 W,2,2,2 Fans,2 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI R6450-2GD3H/LP,//cdna.pcpartpicker.com/static/forever/images/product/35740bc815fdd95f04b96b6cea1c5265.256p.jpg,https://pcpartpicker.com/product/cCfp99/msi-video-card-r64502gd3hlp,,MSI,R6450-2GD3H/LP,Radeon HD 6450,2 GB,DDR3,625 MHz,N/A,1066 MHz,PCIe x16,Black / Silver,None,165 mm,27 W,1,2,Fanless,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
PowerColor TurboDuo,https://m.media-amazon.com/images/I/410fu0Y+hyL.jpg,https://pcpartpicker.com/product/kj3RsY/powercolor-video-card-axr9280x3gbd5t2dheoc,,PowerColor,AXR9 280X 3GBD5-T2DHE/OC,Radeon R9 280X,3 GB,GDDR5,880 MHz,1030 MHz,6000 MHz,PCIe x16,Black / Red,None,266 mm,250 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
PowerColor AXR9 290 4GBD5-MDHG/OC,/static/forever/img/no-image.png,https://pcpartpicker.com/product/jBNp99/powercolor-video-card-axr92904gbd5mdhgoc,,PowerColor,AXR9 290 4GBD5-MDHG/OC,Radeon R9 290,4 GB,GDDR5,975 MHz,N/A,5000 MHz,PCIe x16,Black / Red,None,267 mm,250 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Sapphire 100369-2GL,https://m.media-amazon.com/images/I/312WhziyUVL.jpg,https://pcpartpicker.com/product/r9fp99/sapphire-video-card-1003692gl,,Sapphire,100369-2GL,Radeon R7 240,2 GB,DDR3,730 MHz,N/A,1800 MHz,PCIe x16,Black / Silver,None,144 mm,30 W,1,1,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
VisionTek 900648,https://images-na.ssl-images-amazon.com/images/I/51Be-tecHVL.jpg,https://pcpartpicker.com/product/Mcdqqs/visiontek-video-card-900648,,VisionTek,900648,Radeon R7 240,2 GB,DDR3,750 MHz,800 MHz,1800 MHz,PCIe x16,Red / Silver,None,N/A,30 W,1,1,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
VisionTek 900654,https://images-na.ssl-images-amazon.com/images/I/41FT1Reg-SL.jpg,https://pcpartpicker.com/product/2yvRsY/visiontek-video-card-900654,,VisionTek,900654,Radeon R9 290X,4 GB,GDDR5,1000 MHz,N/A,5000 MHz,PCIe x16,Black / Red,None,292 mm,300 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
XFX FX-779A-ZDB4,https://images-na.ssl-images-amazon.com/images/I/41IXMiE62ML.jpg,https://pcpartpicker.com/product/H6TmP6/xfx-video-card-fx779azdb4,,XFX,FX-779A-ZDB4,Radeon HD 7790,1 GB,GDDR5,1075 MHz,N/A,N/A,PCIe x16,Black / Silver,None,198 mm,85 W,2,2,2 Fans,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Club 3D '14,https://images-na.ssl-images-amazon.com/images/I/41JVqd%2BiHHL.jpg,https://pcpartpicker.com/product/JP2kcf/club-3d-video-card-cgaxr927x614,,Club 3D,CGAX-R927X614,Radeon R9 270X,2 GB,GDDR5,1000 MHz,1080 MHz,5600 MHz,PCIe x16,Black / Red,None,210 mm,180 W,2,2,1 Fan,2 PCIe 6-pin,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX DD,https://images-na.ssl-images-amazon.com/images/I/41Jd-rak1PL.jpg,https://pcpartpicker.com/product/WwTmP6/xfx-video-card-r7260xcdf4,,XFX,R7-260X-CDF4,Radeon R7 260X,2 GB,GDDR5,N/A,1000 MHz,4000 MHz,PCIe x16,Black / Silver,None,198 mm,115 W,2,2,2 Fans,1 PCIe 6-pin,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX DD,https://images-na.ssl-images-amazon.com/images/I/41saezEkM2L.jpg,https://pcpartpicker.com/product/NZkD4D/xfx-video-card-r9270xcdbc,,XFX,R9-270X-CDBC,Radeon R9 270X,2 GB,GDDR5,1100 MHz,N/A,5800 MHz,PCIe x16,Black / Silver,None,261 mm,180 W,2,2,2 Fans,2 PCIe 6-pin,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX r7-240a-cnf4,https://m.media-amazon.com/images/I/418C1PLj5SL.jpg,https://pcpartpicker.com/product/tRLypg/xfx-video-card-r7240acnf4,,XFX,r7-240a-cnf4,Radeon R7 240,2 GB,DDR3,730 MHz,780 MHz,1600 MHz,PCIe x16,Black,None,177 mm,30 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI R9 290 4GD5,//cdna.pcpartpicker.com/static/forever/images/product/673fe3f45549452c53ecebcd12ad0b3c.256p.jpg,https://pcpartpicker.com/product/bKYXsY/msi-video-card-r92904gd5,,MSI,R9 290 4GD5,Radeon R9 290,4 GB,GDDR5,947 MHz,N/A,N/A,PCIe x16,Black / Red,None,276 mm,250 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Sapphire Tri-X,https://images-eu.ssl-images-amazon.com/images/I/41ePTVfWBzL.jpg,https://pcpartpicker.com/product/wMR48d/sapphire-video-card-1003612sr,,Sapphire,"100361-2SR, 11226-00-40G",Radeon R9 290X,4 GB,GDDR5,772 MHz,1040 MHz,N/A,PCIe x16,Black / Orange,None,305 mm,300 W,2,2,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Club 3D royalKing,//cdna.pcpartpicker.com/static/forever/images/product/71311db00f99c1dbeb32f851a8713bf3.med.256p.jpg,https://pcpartpicker.com/product/VvH323/club-3d-video-card-cgaxr726x6fo,,Club 3D,CGAX-R726X6FO,Radeon R7 260X,2 GB,GDDR5,N/A,1160 MHz,6000 MHz,PCIe x16,Black / Red,None,223 mm,115 W,2,2,2 Fans,1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
HIS IceQ X²,https://images-na.ssl-images-amazon.com/images/I/41Fbvn902%2BL.jpg,https://pcpartpicker.com/product/w4K7YJ/his-video-card-h290qm4gd,,HIS,H290QM4GD,Radeon R9 290,4 GB,GDDR5,662 MHz,974 MHz,5000 MHz,PCIe x16,Black / Gold,None,314 mm,250 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
XFX R7-250X-ZNJ4,https://images-na.ssl-images-amazon.com/images/I/41idqV3WbnL.jpg,https://pcpartpicker.com/product/xzzv6h/xfx-video-card-r7250xznj4,,XFX,R7-250X-ZNJ4,Radeon R7 250X,1 GB,GDDR5,950 MHz,N/A,4500 MHz,PCIe x16,Black / Silver,None,167 mm,95 W,2,2,1 Fan,1 PCIe 6-pin,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Gigabyte WINDFORCE,https://m.media-amazon.com/images/I/41wBiKDL1gL.jpg,https://pcpartpicker.com/product/6GW9TW/gigabyte-video-card-gvn770wf32gd,,Gigabyte,GV-N770WF3-2GD,GeForce GTX 770,2 GB,GDDR5,1046 MHz,1085 MHz,7010 MHz,PCIe x16,Black / Silver,G-Sync,292 mm,230 W,2,2,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Gigabyte WINDFORCE,https://images-na.ssl-images-amazon.com/images/I/51XLK1VKmOL.jpg,https://pcpartpicker.com/product/Wk4gXL/gigabyte-video-card-gvr929wf34gd,,Gigabyte,GV-R929WF3-4GD,Radeon R9 290,4 GB,GDDR5,947 MHz,N/A,5000 MHz,PCIe x16,Black / Silver,None,294 mm,250 W,2,2,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Sapphire Tri-X,https://m.media-amazon.com/images/I/51FOPiQwtmL.jpg,https://pcpartpicker.com/product/WgR48d/sapphire-video-card-1003613sr,,Sapphire,100361-3SR,Radeon R9 290X,4 GB,GDDR5,1010 MHz,N/A,5000 MHz,PCIe x16,Black / Orange,None,305 mm,300 W,2,2,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Sapphire 100368DP,//cdna.pcpartpicker.com/static/forever/images/product/95795e87125ec5f7698acb0642fb291d.med.256p.jpg,https://pcpartpicker.com/product/GpqdnQ/sapphire-video-card-100368dp,,Sapphire,100368DP,Radeon R7 250,1 GB,GDDR5,800 MHz,N/A,4500 MHz,PCIe x16,Black / Silver,None,154 mm,65 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI R9 290X,//cdna.pcpartpicker.com/static/forever/images/product/2b8c48098f0d9a72ef5bccbbcdcba331.256p.jpg,https://pcpartpicker.com/product/mnW9TW/msi-video-card-r9290xlightning,,MSI,R9 290X LIGHTNING,Radeon R9 290X,4 GB,GDDR5,1080 MHz,N/A,5000 MHz,PCIe x16,Black / Yellow,None,302 mm,300 W,2,3,3 Fans,2 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
XFX DD,https://m.media-amazon.com/images/I/413Ql3k1HDL.jpg,https://pcpartpicker.com/product/XXg323/xfx-video-card-r9280atdbd,,XFX,R9-280A-TDBD,Radeon R9 280,3 GB,GDDR5,1000 MHz,N/A,5200 MHz,PCIe x16,Black / Red,None,294 mm,200 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Inno3D iChill HerculeZ,https://images-na.ssl-images-amazon.com/images/I/41Ql%2BBsbW-L.jpg,https://pcpartpicker.com/product/fsyFf7/inno3d-video-card-c7601sdne5dsx,,Inno3D,C760-1SDN-E5DSX,GeForce GTX 760,2 GB,GDDR5,1060 MHz,1124 MHz,6200 MHz,PCIe x16,Black / Silver,G-Sync,295 mm,170 W,2,2,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
KFA2 HOF,/static/forever/img/no-image.png,https://pcpartpicker.com/product/xwTmP6/kfa2-video-card-77nph6dt8ktz,,KFA2,77NPH6DT8KTZ,GeForce GTX 770,2 GB,GDDR5,1150 MHz,1202 MHz,7010 MHz,PCIe x16,Black / White,G-Sync,288 mm,230 W,2,2,3 Fans,2 PCIe 8-pin,3,1,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
KFA2 77XPH6DV6KXZ,/static/forever/img/no-image.png,https://pcpartpicker.com/product/kYV48d/kfa2-video-card-77xph6dv6kxz,,KFA2,77XPH6DV6KXZ,GeForce GTX 770,2 GB,GDDR5,1110 MHz,1163 MHz,7010 MHz,PCIe x16,Black / Blue,G-Sync,254 mm,230 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
XFX DD,https://m.media-amazon.com/images/I/413ZVj3uVTL.jpg,https://pcpartpicker.com/product/szzv6h/xfx-video-card-r9290aedbd,,XFX,R9-290A-EDBD,Radeon R9 290,4 GB,GDDR5,980 MHz,N/A,5000 MHz,PCIe x16,Black / Silver,None,294 mm,250 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
XFX DD,https://m.media-amazon.com/images/I/41+fUSm+eDL.jpg,https://pcpartpicker.com/product/jm4gXL/xfx-video-card-r9290xedbd,,XFX,R9-290X-EDBD,Radeon R9 290X,4 GB,GDDR5,1050 MHz,N/A,5000 MHz,PCIe x16,Black / Silver,None,295 mm,300 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Asus R7265-DC2-2GD5,https://images-na.ssl-images-amazon.com/images/I/51Iv5LR9%2BYL.jpg,https://pcpartpicker.com/product/yfYXsY/asus-video-card-r7265dc22gd5,,Asus,R7265-DC2-2GD5,Radeon R7 265,2 GB,GDDR5,900 MHz,925 MHz,5600 MHz,PCIe x16,Black / Red,None,233 mm,150 W,2,2,2 Fans,1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AXR7 265 2GBD5-TDHE/OC,//cdna.pcpartpicker.com/static/forever/images/product/2cc13d9a9546bca0fd9bcd4769847c1f.med.256p.jpg,https://pcpartpicker.com/product/TW2kcf/powercolor-video-card-axr72652gbd5tdheoc,,PowerColor,AXR7 265 2GBD5-TDHE/OC,Radeon R7 265,2 GB,GDDR5,930 MHz,955 MHz,5600 MHz,PCIe x16,Black / Red,None,198 mm,150 W,2,2,2 Fans,1 PCIe 6-pin,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
EVGA 02G-P4-3770-KR,//cdna.pcpartpicker.com/static/forever/images/product/039847d18c414f7956e0f832f96b8e38.med.256p.jpg,https://pcpartpicker.com/product/jHYXsY/evga-video-card-02gp43770kr,,EVGA,02G-P4-3770-KR,GeForce GTX 770,2 GB,GDDR5,1046 MHz,1085 MHz,7010 MHz,PCIe x16,Black / Silver,G-Sync,266 mm,230 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
PowerColor AXR7 250 1GBD5-HLE,https://images-na.ssl-images-amazon.com/images/I/4112ux5topL.jpg,https://pcpartpicker.com/product/ntV48d/powercolor-video-card-axr72501gbd5hle,,PowerColor,AXR7 250 1GBD5-HLE,Radeon R7 250,1 GB,GDDR5,800 MHz,N/A,4500 MHz,PCIe x16,Black / Red,None,N/A,65 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AXR7 250 2GBK3-HV2E/OC,https://images-na.ssl-images-amazon.com/images/I/51QMsPU4ujL.jpg,https://pcpartpicker.com/product/RKCwrH/powercolor-video-card-axr72502gbk3hv2eoc,,PowerColor,AXR7 250 2GBK3-HV2E/OC,Radeon R7 250,2 GB,DDR3,1030 MHz,1080 MHz,1600 MHz,PCIe x16,Black / Red,None,168 mm,65 W,1,2,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AXR7 260X 2GBD5-DHEV2/OC,https://images-na.ssl-images-amazon.com/images/I/41FLwiHbz9L.jpg,https://pcpartpicker.com/product/cqK7YJ/powercolor-video-card-axr7260x2gbd5dhev2oc,,PowerColor,AXR7 260X 2GBD5-DHEV2/OC,Radeon R7 260X,2 GB,GDDR5,1130 MHz,N/A,6000 MHz,PCIe x16,Black / Red,None,170 mm,115 W,2,2,1 Fan,1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor TurboDuo,https://images-na.ssl-images-amazon.com/images/I/51jyEYQCZbL.jpg,https://pcpartpicker.com/product/p2g323/powercolor-video-card-axr92803gbd5t2dheoc,,PowerColor,AXR9 280 3GBD5-T2DHE/OC,Radeon R9 280,3 GB,GDDR5,855 MHz,960 MHz,5000 MHz,PCIe x16,Black / Red,None,266 mm,200 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Sapphire 100370L,//cdna.pcpartpicker.com/static/forever/images/product/29426c90e3c18d8d20f85b03f8745613.med.256p.jpg,https://pcpartpicker.com/product/fd4gXL/sapphire-video-card-100370l,,Sapphire,100370L,Radeon R7 265,2 GB,GDDR5,900 MHz,925 MHz,5600 MHz,PCIe x16,Black / Silver,None,228 mm,150 W,2,2,2 Fans,1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Club 3D royalKing,https://images-na.ssl-images-amazon.com/images/I/51ZXL2AsUKL.jpg,https://pcpartpicker.com/product/4BsKHx/club-3d-video-card-cgaxr9287o,,Club 3D,CGAX-R9287O,Radeon R9 280,3 GB,GDDR5,827 MHz,960 MHz,5000 MHz,PCIe x16,Black / Red,None,N/A,200 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Gigabyte GV-R725XOC-2GI,https://images-na.ssl-images-amazon.com/images/I/51AUjqI%2BVnL.jpg,https://pcpartpicker.com/product/wysKHx/gigabyte-video-card-gvr725xoc2gi,,Gigabyte,GV-R725XOC-2GI,Radeon R7 250X,2 GB,GDDR5,1050 MHz,N/A,4500 MHz,PCIe x16,Black / Silver,None,N/A,95 W,2,2,1 Fan,1 PCIe 6-pin,1,N/A,2,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI R7 250X 1GD5,//cdna.pcpartpicker.com/static/forever/images/product/915bed6366fa1195968292ce826c97ee.256p.jpg,https://pcpartpicker.com/product/BGsKHx/msi-video-card-r7250x1gd5,,MSI,R7 250X 1GD5,Radeon R7 250X,1 GB,GDDR5,1000 MHz,N/A,4500 MHz,PCIe x16,Black / Blue,None,200 mm,95 W,2,2,1 Fan,1 PCIe 6-pin,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI R7 265 2GD5 OC,//cdna.pcpartpicker.com/static/forever/images/product/1814459a7493a167570b0638cc0aae12.256p.jpg,https://pcpartpicker.com/product/xTdqqs/msi-video-card-r72652gd5oc,,MSI,R7 265 2GD5 OC,Radeon R7 265,2 GB,GDDR5,900 MHz,955 MHz,5600 MHz,PCIe x16,Black / Blue,None,221 mm,150 W,2,2,1 Fan,1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
