Name,Image URL,Product URL,Price,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless,Specs Number
ID-COOLING IS-47K,https://m.media-amazon.com/images/I/41UztW8WuaL.jpg,https://pcpartpicker.com/product/FQbCmG/id-cooling-is-47k-443-cfm-cpu-cooler-is-47k,,ID-COOLING,N/A,IS-47K,600 - 2500 RPM,14 - 33 dB,Silver / Black,47 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,9
Deepcool CASTLE 120R,//cdna.pcpartpicker.com/static/forever/images/product/a3aa19d6a4e092c38761686a49340014.256p.jpg,https://pcpartpicker.com/product/gscG3C/deepcool-castle-120r-664-cfm-liquid-cpu-cooler-dp-gs-h12-csl120r,,Deepcool,CASTLE 120R,DP-GS-H12-CSL120R,500 - 1800 RPM,32 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,9
ID-COOLING SE-903-SD,//cdna.pcpartpicker.com/static/forever/images/product/213ef2e7efd70e665c18a5310748e2f4.256p.jpg,https://pcpartpicker.com/product/DxpzK8/id-cooling-se-903-sd-3744-cfm-cpu-cooler-se-903-sd,,ID-COOLING,N/A,SE-903-SD,2000 RPM,23.1 dB,N/A,123 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,8
Cooler Master Hyper T200,//cdna.pcpartpicker.com/static/forever/images/product/000eb60f92db81f64ad6522eb8c70183.256p.jpg,https://pcpartpicker.com/product/HWH7YJ/cooler-master-hyper-t200-30-cfm-cpu-cooler-rr-t200-22pk-r1,,Cooler Master,Hyper T200,RR-T200-22PK-R1,800 - 2200 RPM,31 dB,N/A,137 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366",No,No,9
Lian Li Galahad AIO240 (2022),//cdna.pcpartpicker.com/static/forever/images/product/b1c8282ed2a2cef52ef1831b2c7f298c.256p.jpg,https://pcpartpicker.com/product/BTkWGX/lian-li-galahad-aio240-2022-6917-cfm-liquid-cpu-cooler-ga-240a-white,$194.04 ,Lian Li,Galahad AIO240 (2022),"GA-240A WHITE, GALAHAD AIO 240 RGB v2",800 - 1900 RPM,32 dB,White / Silver,62 mm,"AM4, AM5, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,10
Akasa Vegas Chroma AM,//cdna.pcpartpicker.com/static/forever/images/product/abf885f3fa546ec62afaa607d7fa2e5b.256p.jpg,https://pcpartpicker.com/product/T8FKHx/akasa-vegas-chroma-am-513-cfm-cpu-cooler-ak-cc1106hp01,,Akasa,Vegas Chroma AM,AK-CC1106HP01,500 - 1800 RPM,32.5 dB,Black,63 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+",No,No,10
Alphacool Eisbaer Pro Aurora,https://m.media-amazon.com/images/I/31CjhULd20L.jpg,https://pcpartpicker.com/product/MLrqqs/alphacool-eisbaer-pro-aurora-907-cfm-liquid-cpu-cooler-11773,$186.75 ,Alphacool,N/A,11773,N/A,31.5 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2011-3 Narrow, LGA2066",Yes - 280 mm,No,7
Azza CUBE 360,https://m.media-amazon.com/images/I/31zghkH2BoL.jpg,https://pcpartpicker.com/product/NYwmP6/azza-cube-360-575-cfm-liquid-cpu-cooler-lcaz-360p-argb-cube,$99.99 ,Azza,CUBE 360,LCAZ-360P-ARGB CUBE,500 - 2000 RPM,34 dB,Black,70 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700",Yes - 360 mm,No,10
Thermalright Frozen Vision 240,//cdna.pcpartpicker.com/static/forever/images/product/846f68dd56f90af291a2c33a8c8ec5ec.256p.jpg,https://pcpartpicker.com/product/KHDQzy/thermalright-frozen-vision-240-69-cfm-liquid-cpu-cooler-frozen-vision-240-white,,Thermalright,Frozen Vision 240,FROZEN VISION 240 WHITE,2150 - 21500 RPM,27 dB,White,58 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,10
Silverstone PF240-ARGB,//cdna.pcpartpicker.com/static/forever/images/product/1845ba3d7237364cf69e7ce04b662226.256p.jpg,https://pcpartpicker.com/product/KxgQzy/silverstone-pf240-argb-94-cfm-liquid-cpu-cooler-sst-pf240-argb,,Silverstone,PF240-ARGB,SST-PF240-ARGB,600 - 2200 RPM,7.4 - 35.6 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
GAMDIAS CHIONE M3,https://m.media-amazon.com/images/I/41RJsFGP6aL.jpg,https://pcpartpicker.com/product/XNWzK8/gamdias-chione-m3-702-cfm-liquid-cpu-cooler-chione-m3-240w,$84.99 ,GAMDIAS,N/A,CHIONE M3-240W,800 - 2000 RPM,N/A,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,7
GAMDIAS CHIONE P2,//cdna.pcpartpicker.com/static/forever/images/product/a00dcf973e9ce7900ad661f1f8844cb3.256p.jpg,https://pcpartpicker.com/product/h8XJ7P/gamdias-chione-p2-69-cfm-liquid-cpu-cooler-chione-p2-360r,$104.98 ,GAMDIAS,N/A,CHIONE P2-360R,800 - 1800 RPM,N/A,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,7
Scythe FUMA Rev.B,https://m.media-amazon.com/images/I/51y6e3IfhML.jpg,https://pcpartpicker.com/product/ffKhP6/scythe-fuma-revb-79-cfm-cpu-cooler-scfm-1100,,Scythe,FUMA Rev.B,SCFM-1100,300 - 1400 RPM,13 - 28 dB,N/A,149 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
ARCTIC Freezer 33 eSports ONE (Black/White),//cdna.pcpartpicker.com/static/forever/images/product/6555227ff645b6b645a64bbf470b39f6.256p.jpg,https://pcpartpicker.com/product/yHNv6h/arctic-freezer-33-esports-one-blackwhite-cpu-cooler-acfre00043a,,ARCTIC,Freezer 33 eSports ONE (Black/White),ACFRE00043A,200 - 1800 RPM,24.4 dB,Black / White,150 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",No,No,10
Deepcool GAMMAXX L240,//cdna.pcpartpicker.com/static/forever/images/product/21ed10cd2bb7d489fcd3092a574293ff.256p.jpg,https://pcpartpicker.com/product/J7DJ7P/deepcool-gammaxx-l240-6934-cfm-liquid-cpu-cooler-gammaxx-l240,,Deepcool,N/A,GAMMAXX L240,500 - 1800 RPM,17.8 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Deepcool GAMMAXX 400R,https://m.media-amazon.com/images/I/61hxs00YoDL.jpg,https://pcpartpicker.com/product/MFJtt6/deepcool-gammaxx-400r-7434-cfm-cpu-cooler-deepcool-gammaxx400r,,Deepcool,GAMMAXX 400R,DEEPCOOL GAMMAXX400R,900 - 1500 RPM,17.8 - 30 dB,Red / Silver,154 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Alpenföhn Glacier Water 360 High Speed,//cdna.pcpartpicker.com/static/forever/images/product/6002864135f11d5f7d4a2adb9e3cc359.256p.jpg,https://pcpartpicker.com/product/r3wypg/alpenfohn-glacier-water-360-high-speed-779-cfm-liquid-cpu-cooler-84000000182,,Alpenföhn,Glacier Water 360 High Speed,84000000182,500 - 2200 RPM,36.8 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
ID-COOLING DK-03 RAINBOW,//cdna.pcpartpicker.com/static/forever/images/product/60928f1212341ab9f4dded1e3824fa93.256p.jpg,https://pcpartpicker.com/product/K4cG3C/id-cooling-dk-03-rainbow-615-cfm-cpu-cooler-dk-03-rainbow,,ID-COOLING,N/A,DK-03 RAINBOW,500 - 1800 RPM,14.2 - 25.6 dB,N/A,63 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,8
GAMDIAS CHIONE P3-240U,/static/forever/img/no-image.png,https://pcpartpicker.com/product/dLwmP6/gamdias-chione-p3-240u-6901-cfm-liquid-cpu-cooler-chione-p3-240u,,GAMDIAS,N/A,CHIONE P3-240U,800 - 2000 RPM,10 - 31 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Cooler Master MasterAir MA620P,//cdna.pcpartpicker.com/static/forever/images/product/4fac2f9b09c673af00dff70b5ce5b170.256p.jpg,https://pcpartpicker.com/product/Qrm323/cooler-master-masterair-ma620p-534-cfm-cpu-cooler-map-d6pn-218pc-r1,$111.50 ,Cooler Master,MasterAir MA620P,MAP-D6PN-218PC-R1,600 - 1800 RPM,31 dB,Black / Silver,165 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",No,No,10
Jonsbo HX6250,//cdna.pcpartpicker.com/static/forever/images/product/635c74773b116c7eff7aa830b3a74710.256p.jpg,https://pcpartpicker.com/product/p7hv6h/jonsbo-hx6250-902-cfm-cpu-cooler-hx6250,,Jonsbo,N/A,HX6250,400 - 1800 RPM,28 - 38 dB,Black,162 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
ID-COOLING SE-224-XT ARGB V3,//cdna.pcpartpicker.com/static/forever/images/product/8184da5034c9462c713be351ac04cbd9.256p.jpg,https://pcpartpicker.com/product/HhbTwP/id-cooling-se-224-xt-argb-v3-682-cfm-cpu-cooler-se-224-xt-argb-v3,,ID-COOLING,N/A,SE-224-XT ARGB V3,500 - 1500 RPM,13.8 - 30.5 dB,N/A,153 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
Thermaltake TOUGHAIR 710,//cdna.pcpartpicker.com/static/forever/images/product/5f6465626bb45b7847c7cfa0be2cfdb2.256p.jpg,https://pcpartpicker.com/product/R388TW/thermaltake-toughair-710-8196-cfm-cpu-cooler-cl-p110-ca14gm-a,$79.98 ,Thermaltake,N/A,CL-P110-CA14GM-A,300 - 1400 RPM,18.5 - 23.9 dB,Gray,165 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Iceberg Thermal IceSLEET X6,//cdna.pcpartpicker.com/static/forever/images/product/f4cb7575ec24064ba8106eeb42baae31.256p.jpg,https://pcpartpicker.com/product/JpNxFT/iceberg-thermal-icesleet-x6-76-cfm-cpu-cooler-icesleetx6-00a,$46.99 ,Iceberg Thermal,IceSLEET X6,ICESLEETX6-00A,500 - 1850 RPM,0 - 36 dB,Teal / Silver,159 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
ARCTIC Liquid Freezer II 420 RGB,https://m.media-amazon.com/images/I/41YGBca6r7L.jpg,https://pcpartpicker.com/product/9ZvdnQ/arctic-liquid-freezer-ii-420-rgb-689-cfm-liquid-cpu-cooler-acfre00111a,,ARCTIC,Liquid Freezer II 420 RGB,ACFRE00111A,200 - 1900 RPM,22.5 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,9
NZXT Kraken X31,https://m.media-amazon.com/images/I/41Ap5+mBGJL.jpg,https://pcpartpicker.com/product/p3fp99/nzxt-kraken-x31-695-cfm-liquid-cpu-cooler-rl-krx31-01,,NZXT,Kraken X31,RL-KRX31-01,800 - 2000 RPM,18 - 34 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
CRYORIG M9i,//cdna.pcpartpicker.com/static/forever/images/product/dd043782b9ddb767f5ecaeebeb1ad72d.256p.jpg,https://pcpartpicker.com/product/LPVBD3/cryorig-m9i-484-cfm-cpu-cooler-m9i,,CRYORIG,N/A,"M9i, CR-M9I",600 - 2200 RPM,26.4 dB,N/A,125 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,8
NZXT Kraken X52 Rev 2,https://m.media-amazon.com/images/I/41v5cpRzVNL.jpg,https://pcpartpicker.com/product/kTL7YJ/nzxt-kraken-x52-rev-2-7311-cfm-liquid-cpu-cooler-rl-krx52-02,,NZXT,Kraken X52 Rev 2,RL-KRX52-02,500 - 2000 RPM,21 - 36 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
be quiet! Silent Loop 360,//cdna.pcpartpicker.com/static/forever/images/product/eec366cb1a0b363c966fbbbcd27c1564.256p.jpg,https://pcpartpicker.com/product/v4rcCJ/be-quiet-silent-loop-360-6551-cfm-liquid-cpu-cooler-bw004,,be quiet!,Silent Loop 360,BW004,2000 RPM,16.1 - 36.9 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
ARCTIC Liquid Freezer II 360 RGB,//cdna.pcpartpicker.com/static/forever/images/product/deb8755fd6296e4dfcdaffb19a97a22b.256p.jpg,https://pcpartpicker.com/product/sg3gXL/arctic-liquid-freezer-ii-360-rgb-488-cfm-liquid-cpu-cooler-acfre00097a,,ARCTIC,Liquid Freezer II 360 RGB,ACFRE00097A,200 - 1800 RPM,22.5 dB,Black / Gray,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Iceberg Thermal IceFLOE T65,//cdna.pcpartpicker.com/static/forever/images/product/54f4ec87536508efaad874110c6b4930.256p.jpg,https://pcpartpicker.com/product/grWzK8/iceberg-thermal-icefloe-t65-376-cfm-cpu-cooler-icefloe65-00a,,Iceberg Thermal,IceFLOE T65,ICEFLOE65-00A,1000 - 3000 RPM,31.5 dB,Silver / Teal,38 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366",No,No,10
ARCTIC Liquid Freezer II 280 RGB,//cdna.pcpartpicker.com/static/forever/images/product/533dfac0d12b3869f8c9d67881a0be0e.256p.jpg,https://pcpartpicker.com/product/VQxRsY/arctic-liquid-freezer-ii-280-rgb-689-cfm-liquid-cpu-cooler-acfre00108a,,ARCTIC,Liquid Freezer II 280 RGB,ACFRE00108A,200 - 1900 RPM,22.5 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
Corsair H110i GTX,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Kn7CmG/corsair-h110i-gtx-10465-cfm-liquid-cpu-cooler-cw-9060020,$215.81 ,Corsair,H110i GTX,"CW-9060020, CW-9060020-WW",2000 RPM,40 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,8
Corsair H75,/static/forever/img/no-image.png,https://pcpartpicker.com/product/sFzv6h/corsair-h75-54-cfm-liquid-cpu-cooler-cw-9060015-ww,,Corsair,H75,CW-9060015-WW,2000 RPM,31.4 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
Cougar Helor 240,//cdna.pcpartpicker.com/static/forever/images/product/512f831f7b5f0cc7bc41aa0b3a1abc73.256p.jpg,https://pcpartpicker.com/product/kvMwrH/cougar-helor-240-784-cfm-liquid-cpu-cooler-rl-hlr240-v1,$124.00 ,Cougar,Helor 240,"RL-HLR240-V1, 35CCL24.0001",600 - 1800 RPM,37.1 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
CRYORIG H5 Ultimate,https://m.media-amazon.com/images/I/51xr5pEkMCL.jpg,https://pcpartpicker.com/product/Ztp323/cryorig-h5-ultimate-76-cfm-cpu-cooler-h5-ultimate,,CRYORIG,N/A,"H5 Ultimate, CR-H5B",700 - 1300 RPM,19 - 23 dB,N/A,160 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
Jonsbo HP400S,//cdna.pcpartpicker.com/static/forever/images/product/2b1e288601316f8f19b888a7be6429b8.256p.jpg,https://pcpartpicker.com/product/pcGhP6/jonsbo-hp400s-3818-cfm-cpu-cooler-hp400s,,Jonsbo,N/A,HP400S,900 - 2800 RPM,20.2 - 34 dB,Blue / Silver,40 mm,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Gigabyte AORUS WATERFORCE II 240,//cdna.pcpartpicker.com/static/forever/images/product/a1f242f4c38493011a406901966e1b2b.256p.jpg,https://pcpartpicker.com/product/76jRsY/gigabyte-aorus-waterforce-ii-240-6495-cfm-liquid-cpu-cooler-aorus-waterforce-ii-240,,Gigabyte,N/A,AORUS WATERFORCE II 240,800 - 2300 RPM,12.8 - 36.9 dB,Black,65 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,9
ID-COOLING SE-206-XT,/static/forever/img/no-image.png,https://pcpartpicker.com/product/2ctLrH/id-cooling-se-206-xt-7616-cfm-cpu-cooler-se-206-xt-black,,ID-COOLING,N/A,SE-206-XT BLACK,700 - 1800 RPM,35.2 dB,Black,156 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Thermaltake TH360 V2 Ultra EX ARGB Sync,https://m.media-amazon.com/images/I/31A8rWVLaAL.jpg,https://pcpartpicker.com/product/zQbRsY/thermaltake-th360-v2-ultra-ex-argb-sync-liquid-cpu-cooler-cl-w415-pl12sw-a,,Thermaltake,TH360 V2 Ultra EX ARGB Sync,CL-W415-PL12SW-A,N/A,N/A,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,7
Alpenföhn Glacier Water High Speed 360,//cdna.pcpartpicker.com/static/forever/images/product/b475b2dc6625754d4f0b764363be225d.256p.jpg,https://pcpartpicker.com/product/8LcG3C/alpenfohn-glacier-water-high-speed-360-779-cfm-liquid-cpu-cooler-84000000195,$278.48 ,Alpenföhn,Glacier Water High Speed 360,84000000195,500 - 2200 RPM,36.8 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Silverstone AR06,https://m.media-amazon.com/images/I/51UuijbjFGL.jpg,https://pcpartpicker.com/product/sV38TW/silverstone-cpu-cooler-ar06,$44.25 ,Silverstone,N/A,"AR06, SST-AR06, 90115",2500 RPM,20 - 28.3 dB,N/A,58 mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,8
Zalman CNPS9500 AT,https://images-na.ssl-images-amazon.com/images/I/515kj0ApQvL.jpg,https://pcpartpicker.com/product/F3phP6/zalman-cpu-cooler-cnps9500at,$29.99 ,Zalman,N/A,CNPS9500 AT,1300 - 2650 RPM,18 - 27.5 dB,N/A,125 mm,"LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,9
Xigmatek GAIA SD1283,https://m.media-amazon.com/images/I/51SLhYMxpHL.jpg,https://pcpartpicker.com/product/zxJwrH/xigmatek-cpu-cooler-gaiasd1283,$30.00 ,Xigmatek,N/A,GAIA SD1283,800 - 1500 RPM,16 - 24 dB,N/A,159 mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,8
Alpenföhn Glacier Water High Speed 240,//cdna.pcpartpicker.com/static/forever/images/product/a5844314f57079cdb17fb84a707e8658.256p.jpg,https://pcpartpicker.com/product/mnpzK8/alpenfohn-glacier-water-high-speed-240-779-cfm-liquid-cpu-cooler-84000000193,$187.68 ,Alpenföhn,Glacier Water High Speed 240,84000000193,500 - 2200 RPM,36.8 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Cooler Master Hyper 212 Plus,/static/forever/img/no-image.png,https://pcpartpicker.com/product/gpw323/cooler-master-cpu-cooler-rrb10212pg1,$79.00 ,Cooler Master,Hyper 212 Plus,RR-B10-212P-G1,600 - 2000 RPM,13 - 32 dB,N/A,159 mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366",No,No,10
Cooler Master MasterLiquid PL360 FLUX 30TH Anniversary Edition,https://m.media-amazon.com/images/I/41g9lJ3sTdL.jpg,https://pcpartpicker.com/product/mqhv6h/cooler-master-masterliquid-pl360-flux-30th-anniversary-edition-752-cfm-liquid-cpu-cooler-mly-d36m-a23pz-30,,Cooler Master,MasterLiquid PL360 FLUX 30TH Anniversary Edition,"MLY-D36M-A23PZ-30​, MLY-D36M-A23PZ-30",N/A,30 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Thermaltake TOUGHLIQUID 360 EX Pro ARGB Sync,https://m.media-amazon.com/images/I/41mJWpcA3XL.jpg,https://pcpartpicker.com/product/YktLrH/thermaltake-toughliquid-360-ex-pro-argb-sync-708-cfm-liquid-cpu-cooler-cl-w400-pl12bl-a,,Thermaltake,TOUGHLIQUID 360 EX Pro ARGB Sync,CL-W400-PL12BL-A,500 - 2000 RPM,22.6 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Cooler Master DK9-7G52A-0L-GP,https://m.media-amazon.com/images/I/41jx5g1JIoL.jpg,https://pcpartpicker.com/product/htPfrH/cooler-master-cpu-cooler-dk97g52a0lgp,$31.98 ,Cooler Master,N/A,DK9-7G52A-0L-GP,4500 RPM,35 dB,N/A,35 mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",No,No,9
Dynatron T318,https://m.media-amazon.com/images/I/31MZHlebPXS.jpg,https://pcpartpicker.com/product/bHCwrH/dynatron-t318-fanless-cpu-cooler-t318,$47.93 ,Dynatron,N/A,T318,N/A,0 dB,N/A,27 mm,LGA2011-3 Narrow,No,Yes,7
Thermaltake TOUGHLIQUID ARGB,//cdna.pcpartpicker.com/static/forever/images/product/cc45b0b239a351eb14a11f8d87633439.256p.jpg,https://pcpartpicker.com/product/zyYmP6/thermaltake-toughliquid-argb-5835-cfm-liquid-cpu-cooler-cl-w319-pl12bl-a,,Thermaltake,N/A,"CL-W319-PL12BL-A, CL-W319-PL12BL-B",500 - 2000 RPM,22.3 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Cooler Master Seidon 120M,https://m.media-amazon.com/images/I/41m+sVh1noL.jpg,https://pcpartpicker.com/product/QZNp99/cooler-master-seidon-120m-8615-cfm-liquid-cpu-cooler-rl-s12m-24pk-r1,,Cooler Master,Seidon 120M,RL-S12M-24PK-R1,600 - 2400 RPM,19 - 40 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
