Name,Image URL,Product URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number
G.Skill Trident Z5 RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/f0a9a2e05e133134686101ad974f1789.256p.jpg,https://pcpartpicker.com/product/mfhv6h/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-f5-6400j3239g16gx2-tz5rw,$112.99 ,"
G.Skill
",F5-6400J3239G16GX2-TZ5RW,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.531
","
White / Black
","
10 ns
","
32
","
1.4 V
","
32-39-39-102
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Delta RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/a57460b491bfa8f2ffbee96d83b0941b.256p.jpg,https://pcpartpicker.com/product/7Wytt6/team-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tf3d416g3600hc18jdc01,$47.99 ,"
TEAMGROUP
",TF3D416G3600HC18JDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.999
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws V 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/a00199d12cb22ee1dc33639a754cca79.256p.jpg,https://pcpartpicker.com/product/jBZzK8/gskill-ripjaws-v-16-gb-2-x-8-gb-ddr4-3600-memory-f4-3600c16d-16gvkc,$43.99 ,"
G.Skill
",F4-3600C16D-16GVKC,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.749
","
Black
","
8.889 ns
","
16
","
1.35 V
","
16-19-19-39
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/ebca1cc55cb7829ce3ed0b8a13efce7e.256p.jpg,https://pcpartpicker.com/product/Nmt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmh32gx5m2b5200c40w,$109.99 ,"
Corsair
",CMH32GX5M2B5200C40W,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.437
","
White
","
15.385 ns
","
40
","
1.25 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Vulcan 32 GB,https://m.media-amazon.com/images/I/419fXKKDtvL.jpg,https://pcpartpicker.com/product/HNZXsY/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-flbd532g6000hc30dc01,$102.99 ,"
TEAMGROUP
",FLBD532G6000HC30DC01,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.218
","
Black
","
10 ns
","
30
","
1.35 V
","
30-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Delta RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/407b6b1ede8e4f885d02f2bcf32ed131.256p.jpg,https://pcpartpicker.com/product/TBfFf7/team-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tf4d416g3600hc18jdc01,$47.99 ,"
TEAMGROUP
",TF4D416G3600HC18JDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.999
","
White
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/74ca8bc876958ab560190cae0f349c69.256p.jpg,https://pcpartpicker.com/product/2VCZxr/gskill-trident-z5-rgb-48-gb-2-x-24-gb-ddr5-8400-cl40-memory-f5-8400j4052g24gx2-tz5rk,$399.99 ,"
G.Skill
",F5-8400J4052G24GX2-TZ5RK,"
DDR5-8400
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$8.333
","
Black
","
9.524 ns
","
40
","
1.4 V
","
40-52-52-134
","
Non-ECC / Unbuffered
","
Yes
",13
Silicon Power SP016GBLFU320B22 16 GB,https://m.media-amazon.com/images/I/41tZyzkQWTS.jpg,https://pcpartpicker.com/product/jfqPxr/silicon-power-sp016gblfu320b22-16-gb-2-x-8-gb-ddr4-3200-cl22-memory-sp016gblfu320b22,$29.97 ,"
Silicon Power
",SP016GBLFU320B22,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$1.873
",N/A,"
13.75 ns
","
22
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",11
Kingston FURY Beast 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/de06e47f30113be2454ca5f59385695d.256p.jpg,https://pcpartpicker.com/product/zvPQzy/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-6000-cl40-memory-kf560c40bbk2-16,$71.98 ,"
Kingston
",KF560C40BBK2-16,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 8GB
","
$4.499
","
Black
","
13.333 ns
","
40
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Flare X5 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/f7d28bd70b14a7eaef6627ce7ecc3fd6.256p.jpg,https://pcpartpicker.com/product/6QcgXL/gskill-flare-x5-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-fx5,$199.99 ,"
G.Skill
",F5-6000J3040G32GX2-FX5,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.125
","
Black
","
10 ns
","
30
","
1.4 V
","
30-40-40-96
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/4881bdf9c1572ba6ceabf1fcbf5c361b.256p.jpg,https://pcpartpicker.com/product/Nn9wrH/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmh64gx5m2b6000c30w,$229.99 ,"
Corsair
",CMH64GX5M2B6000C30W,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.594
","
White / Silver
","
10 ns
","
30
","
1.4 V
","
30-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Silicon Power SP032GBLVU560FD2AD 32 GB,https://m.media-amazon.com/images/I/31nnSQSp4OL.jpg,https://pcpartpicker.com/product/XsWJ7P/silicon-power-sp032gblvu560fd2ad-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-sp032gblvu560fd2ad,$75.97 ,"
Silicon Power
",SP032GBLVU560FD2AD,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$2.374
","
Black
","
16.429 ns
","
46
","
1.1 V
","
46-46-46-90
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws V 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/6bd09f5257f27371c8ebf94b3a331452.256p.jpg,https://pcpartpicker.com/product/zcH8TW/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c16d-32gvkc,$79.98 ,"
G.Skill
",F4-3600C16D-32GVKC,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.499
","
Black
","
8.889 ns
","
16
","
1.35 V
","
16-19-19-39
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Create Expert 32 GB,https://m.media-amazon.com/images/I/31wJnjLfF8L.jpg,https://pcpartpicker.com/product/QzP8TW/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ctcwd532g6000hc30dc01,$102.99 ,"
TEAMGROUP
",CTCWD532G6000HC30DC01,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.218
","
White
","
10 ns
","
30
","
1.35 V
","
30-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/dbf28f9dcb2821432f6a36175acafa9c.256p.jpg,https://pcpartpicker.com/product/F6Tp99/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-kf560c36bbeak2-32,$127.99 ,"
Kingston
",KF560C36BBEAK2-32,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.000
","
Black
","
12 ns
","
36
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Dominator Platinum RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/14efe97f96919022afdfc48699226b7f.256p.jpg,https://pcpartpicker.com/product/qBBG3C/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-6200-cl36-memory-cmt32gx5m2x6200c36w,$174.99 ,"
Corsair
",CMT32GX5M2X6200C36W,"
DDR5-6200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$5.468
","
White
","
11.613 ns
","
36
","
1.3 V
","
36-39-39-76
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/f5b1674c2d725945298cd1f11d305fb7.256p.jpg,https://pcpartpicker.com/product/3q2WGX/kingston-fury-beast-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-kf432c16bbk232,$79.98 ,"
Kingston
",KF432C16BBK2/32,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.499
","
Black
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Crucial Pro 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/235358800a11d646358ccb734e9efde5.256p.jpg,https://pcpartpicker.com/product/FRKscf/crucial-pro-32-gb-2-x-16-gb-ddr4-3200-cl22-memory-cp2k16g4dfra32a,$71.31 ,"
Crucial
",CP2K16G4DFRA32A,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.228
","
Black
","
13.75 ns
","
22
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Crucial CT2K8G48C40U5 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/da4cecff7e3ebe77a577561a19a2d1c7.256p.jpg,https://pcpartpicker.com/product/X7Z9TW/crucial-16-gb-2-x-8-gb-ddr5-4800-cl40-memory-ct2k8g48c40u5,$54.55 ,"
Crucial
",CT2K8G48C40U5,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
2 x 8GB
","
$3.409
","
Black
","
16.667 ns
","
40
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Corsair Vengeance 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/fe414d3559a9bbb2e092ba5374f6e1ed.256p.jpg,https://pcpartpicker.com/product/8yzhP6/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmk32gx5m2d6000c36,$114.99 ,"
Corsair
",CMK32GX5M2D6000C36,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.593
","
Black
","
12 ns
","
36
","
1.35 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB Pro 256 GB,//cdna.pcpartpicker.com/static/forever/images/product/1f627399671ad03740af8adeebf5d2da.256p.jpg,https://pcpartpicker.com/product/8Lwkcf/corsair-vengeance-rgb-pro-256-gb-8-x-32-gb-ddr4-3000-memory-cmw256gx4m8d3000c16,"$1,658.29 ","
Corsair
",CMW256GX4M8D3000C16,"
DDR4-3000
","
288-pin DIMM (DDR4)
","
8 x 32GB
","
$6.478
","
Black
","
10.667 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Delta RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/9237fcfa0365e5eb8ff469015b035b2b.256p.jpg,https://pcpartpicker.com/product/P7RYcf/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tf3d432g3600hc18jdc01,$69.98 ,"
TEAMGROUP
",TF3D432G3600HC18JDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.187
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/d19422479fca6e5117bb55db3d25eac2.256p.jpg,https://pcpartpicker.com/product/6jBTwP/gskill-trident-z-rgb-16gb-2-x-8gb-ddr4-3600-memory-f4-3600c18d-16gtzrx,$54.99 ,"
G.Skill
",F4-3600C18D-16GTZRX,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.437
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial Pro Overclocking 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/9fdbfba897aab27f8669458508239fe1.256p.jpg,https://pcpartpicker.com/product/QF9wrH/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5b,$117.99 ,"
Crucial
",CP2K16G60C36U5B,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.687
","
Black
","
12 ns
","
36
","
1.35 V
","
36-38-38-80
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 192 GB,//cdna.pcpartpicker.com/static/forever/images/product/fad60fde2b96ce5d811577195e0fe5d3.256p.jpg,https://pcpartpicker.com/product/xrV2FT/corsair-vengeance-rgb-192-gb-4-x-48-gb-ddr5-5200-cl38-memory-cmh192gx5m4b5200c38,$649.99 ,"
Corsair
",CMH192GX5M4B5200C38,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
4 x 48GB
","
$3.385
","
Black
","
14.615 ns
","
38
","
1.25 V
","
38-38-38-84
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Create Expert 32 GB,https://m.media-amazon.com/images/I/41koeAqxxJL.jpg,https://pcpartpicker.com/product/p9CZxr/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-ctced532g6400hc32adc01,$94.99 ,"
TEAMGROUP
",CTCED532G6400HC32ADC01,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$2.968
","
Black
","
10 ns
","
32
","
1.35 V
","
32-39-39-84
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/ec0859082581431f52d7e813ad054468.256p.jpg,https://pcpartpicker.com/product/g2FmP6/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cmk32gx5m2b6400c32,$119.99 ,"
Corsair
",CMK32GX5M2B6400C32,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.750
","
Black
","
10 ns
","
32
","
1.4 V
","
32-40-40-84
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 Neo RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/fa05a92bf5e27cd0ba94bb8372db2419.256p.jpg,https://pcpartpicker.com/product/hRQcCJ/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-tz5nr,$214.99 ,"
G.Skill
",F5-6000J3040G32GX2-TZ5NR,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.359
","
Black / Silver
","
10 ns
","
30
","
1.4 V
","
30-40-40-96
","
Non-ECC / Unbuffered
","
Yes
",13
Lexar THOR OC 32 GB,https://m.media-amazon.com/images/I/31695QatJHL.jpg,https://pcpartpicker.com/product/xtqrxr/lexar-thor-oc-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-ld5u16g60c32lg-rud,,"
Lexar
",LD5U16G60C32LG-RUD,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$2.672
","
Black / Gold
","
10.667 ns
","
32
","
1.35 V
","
32-38-38-76
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Vulcan 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/8f763d8e5758e6d2ba8b66dae365bee7.256p.jpg,https://pcpartpicker.com/product/kgwmP6/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-flbd532g6000hc38adc01,$94.99 ,"
TEAMGROUP
",FLBD532G6000HC38ADC01,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$2.968
","
Black
","
12.667 ns
","
38
","
1.25 V
","
38-38-38-78
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA XPG Lancer Blade 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/3190e28306e4fabc7a8f363ddbf08a22.256p.jpg,https://pcpartpicker.com/product/Gk88TW/adata-xpg-lancer-blade-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ax5u6000c3016g-dtlabbk,$112.99 ,"
ADATA
",AX5U6000C3016G-DTLABBK,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.531
","
Black
","
10 ns
","
30
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Crucial Pro 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/a9b61730d893dc533badebabbefb5488.256p.jpg,https://pcpartpicker.com/product/QP88TW/crucial-pro-64-gb-2-x-32-gb-ddr5-5600-cl46-memory-cp2k32g56c46u5,$141.99 ,"
Crucial
",CP2K32G56C46U5,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.219
","
Black
","
16.429 ns
","
46
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Corsair Vengeance LPX 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e9c2e8a9b750e5bf69c8cb776b4f92e7.256p.jpg,https://pcpartpicker.com/product/mZL48d/corsair-vengeance-lpx-32gb-4-x-8gb-ddr4-3866-memory-cmk32gx4m4b3866c18r,,"
Corsair
",CMK32GX4M4B3866C18R,"
DDR4-3866
","
288-pin DIMM (DDR4)
","
4 x 8GB
",N/A,N/A,"
9.312 ns
","
18
","
1.35 V
","
18-22-22-40
","
Non-ECC / Unbuffered
","
Yes
",11
G.Skill Ripjaws S5 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/24d251679c92dd15d250e400ea873727.256p.jpg,https://pcpartpicker.com/product/XsqPxr/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-rs5k,$98.99 ,"
G.Skill
",F5-6000J3636F16GX2-RS5K,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.093
","
Black
","
12 ns
","
36
","
1.35 V
","
36-36-36-96
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/5c1b521170c68c5440170c5f2666b17d.256p.jpg,https://pcpartpicker.com/product/8ZQKHx/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmk64gx5m2b6000c30,$217.99 ,"
Corsair
",CMK64GX5M2B6000C30,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.406
","
Black / Gray
","
10 ns
","
30
","
1.4 V
","
30-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Silicon Power XPOWER Zenith Gaming 32 GB,https://m.media-amazon.com/images/I/41hGjQJ0DCL.jpg,https://pcpartpicker.com/product/ypRwrH/silicon-power-xpower-zenith-gaming-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-sp032gxlwu60afdg,$86.99 ,"
Silicon Power
",SP032GXLWU60AFDG,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$2.718
","
White
","
10 ns
","
30
","
1.35 V
","
30-38-38-96
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB Pro 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e508c7c5a301831579045f9fda179aac.256p.jpg,https://pcpartpicker.com/product/27TzK8/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3200-memory-cmw32gx4m2e3200c16,$79.98 ,"
Corsair
",CMW32GX4M2E3200C16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.499
","
Black
","
10 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial CT25664AA667 2 GB,//cdna.pcpartpicker.com/static/forever/images/product/d8b2a9043e11bab8541b134b75b215f9.256p.jpg,https://pcpartpicker.com/product/PyNp99/crucial-memory-ct25664aa667,$11.00 ,"
Crucial
",CT25664AA667,"
DDR2-667
","
240-pin DIMM (DDR2)
","
1 x 2GB
","
$5.500
","
Green
","
14.993 ns
","
5
","
1.8 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Corsair Vengeance RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/1667e9315fcda57356989ea425c86aba.256p.jpg,https://pcpartpicker.com/product/RbvD4D/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cmh32gx5m2b6400c32,$122.99 ,"
Corsair
",CMH32GX5M2B6400C32,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.843
","
Black / Gray
","
10 ns
","
32
","
1.4 V
","
32-40-40-84
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Venom 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/82182136c557a8b9975e956b58a558fa.256p.jpg,https://pcpartpicker.com/product/rPC48d/patriot-viper-venom-16-gb-2-x-8-gb-ddr5-5200-cl36-memory-pvv516g520c36k,$67.99 ,"
Patriot
",PVV516G520C36K,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 8GB
","
$4.249
","
Black / White
","
13.846 ns
","
36
","
1.2 V
","
36-36-36-68
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance 128 GB,//cdna.pcpartpicker.com/static/forever/images/product/c8c550b5d013b34d3aa138781624bd7b.256p.jpg,https://pcpartpicker.com/product/HKn9TW/corsair-vengeance-128-gb-4-x-32-gb-ddr5-5600-cl40-memory-cmk128gx5m4b5600c40,$429.99 ,"
Corsair
",CMK128GX5M4B5600C40,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
4 x 32GB
","
$3.359
","
Black
","
14.286 ns
","
40
","
1.25 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP Vulcan Z 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/91c32e3300ee43e4f4c657d27e0d2a9b.256p.jpg,https://pcpartpicker.com/product/768bt6/team-vulcan-z-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tlzgd416g3600hc18jdc01,$37.99 ,"
TEAMGROUP
",TLZGD416G3600HC18JDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.374
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 96 GB,//cdna.pcpartpicker.com/static/forever/images/product/6724c8390b413ed1c0e9398b4ef8d105.256p.jpg,https://pcpartpicker.com/product/xb26Mp/gskill-trident-z5-rgb-96-gb-2-x-48-gb-ddr5-6800-cl34-memory-f5-6800j3446f48gx2-tz5rk,$399.99 ,"
G.Skill
",F5-6800J3446F48GX2-TZ5RK,"
DDR5-6800
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$4.167
","
Black
","
10 ns
","
34
","
1.35 V
","
34-46-46-108
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP Elite 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/8102c4143268aeb188d8b16f017541b7.256p.jpg,https://pcpartpicker.com/product/8D4Zxr/teamgroup-elite-16-gb-2-x-8-gb-ddr5-5200-cl42-memory-ted516g5200c42dc016,,"
TEAMGROUP
",TED516G5200C42DC016,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 8GB
","
$3.062
","
Black
","
16.154 ns
","
42
","
1.1 V
","
42-42-42-84
","
Non-ECC / Unbuffered
","
No
",13
Crucial Pro 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/c62f5aa1d2d902523596f383c7946a7b.256p.jpg,https://pcpartpicker.com/product/3L9wrH/crucial-pro-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-cp2k16g56c46u5,$103.74 ,"
Crucial
",CP2K16G56C46U5,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.281
","
Black
","
16.429 ns
","
46
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Dominator Titanium 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/d031b41e8948f8b9499ec37c6b33bd91.256p.jpg,https://pcpartpicker.com/product/vTjRsY/corsair-dominator-titanium-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmp32gx5m2b6000c30w,$174.99 ,"
Corsair
",CMP32GX5M2B6000C30W,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$5.468
","
White
","
10 ns
","
30
","
1.4 V
","
30-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Silicon Power XPOWER Turbine 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/3480c4aef651ddb7b25bd3ac1cab1d31.256p.jpg,https://pcpartpicker.com/product/zBTzK8/silicon-power-xpower-turbine-16-gb-2-x-8-gb-ddr4-3200-memory-sp016gxlzu320bda,$30.99 ,"
Silicon Power
",SP016GXLZU320BDA,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$1.937
","
Blue
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP T-Create Expert 32 GB,https://m.media-amazon.com/images/I/41QiqjSqj0L.jpg,https://pcpartpicker.com/product/GkJgXL/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-ttced432g3600hc18jdc01,$60.99 ,"
TEAMGROUP
",TTCED432G3600HC18JDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$1.906
","
Gray
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast 16 GB,https://m.media-amazon.com/images/I/41XJ679agFL.jpg,https://pcpartpicker.com/product/DBH7YJ/kingston-fury-beast-16-gb-2-x-8-gb-ddr4-3600-cl17-memory-kf436c17bbk216,$49.00 ,"
Kingston
",KF436C17BBK2/16,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.062
","
Black
","
9.444 ns
","
17
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP T-Force Delta RGB 64 GB,https://m.media-amazon.com/images/I/41GuP4h6IfL.jpg,https://pcpartpicker.com/product/9v6NnQ/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-6000-cl38-memory-ff3d564g6000hc38adc01,$184.99 ,"
TEAMGROUP
",FF3D564G6000HC38ADC01,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.890
","
Black / Silver
","
12.667 ns
","
38
","
1.3 V
","
38-38-38-78
","
Non-ECC / Unbuffered
","
Yes
",13
