Name,Image URL,Product URL,Price,Manufacturer,Part #,Type,Color,Power Supply,Side Panel,Power Supply Shroud,Front Panel USB,Motherboard Form Factor,Maximum Video Card Length,Drive Bays,Expansion Slots,Dimensions,Volume,
SAMA ARGB-Q5,//cdna.pcpartpicker.com/static/forever/images/product/2e175b6ff8d12792eb2d76baa478ae07.256p.jpg,https://pcpartpicker.com/product/z73NnQ/sama-argb-q5-microatx-mini-tower-case-argb-q5-bk,$53.84 ,SAMA,ARGB-Q5-BK,MicroATX Mini Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","345 mm / 13.583""","4 x Internal 2.5"", 2 x Internal 3.5""",4 x Full-Height,"391.16 mm x 208.28 mm x 386.08 mm, 15.4"" x 8.2"" x 15.2""","31.454 L, 1.111 ft³",
Fractal Design Terra,//cdna.pcpartpicker.com/static/forever/images/product/46f3b3672c252def1f9cc56db0a11b61.256p.jpg,https://pcpartpicker.com/product/rpKscf/fractal-design-terra-mini-itx-desktop-case-fd-c-ter1n-03,$179.99 ,Fractal Design,FD-C-TER1N-03,Mini ITX Desktop,Green / Brown,None,Mesh,No,"USB 3.2 Gen 2x2 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,"322 mm / 12.677""","2 x Internal 2.5""",3 x Full-Height via Riser,"343 mm x 153 mm x 218 mm, 13.504"" x 6.024"" x 8.583""","11.44 L, 0.404 ft³",
Deepcool CH160,//cdna.pcpartpicker.com/static/forever/images/product/8fdb4c1dc378c0c163d5f29037da4dbe.256p.jpg,https://pcpartpicker.com/product/7g7scf/deepcool-ch160-mini-itx-desktop-case-r-ch160-bkngi0-g-1,,Deepcool,R-CH160-BKNGI0-G-1,Mini ITX Desktop,Black,None,Tempered Glass,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,"305 mm / 12.008""","1 x Internal 3.5""",3 x Full-Height,"336 mm x 200 mm x 283.5 mm, 13.228"" x 7.874"" x 11.161""","19.051 L, 0.673 ft³",
Fractal Design Meshify C,//cdna.pcpartpicker.com/static/forever/images/product/5e077c6b1272ca2c11e4f7df6326370a.256p.jpg,https://pcpartpicker.com/product/Y6Crxr/fractal-design-meshify-c-atx-mid-tower-case-fd-ca-mesh-c-bko-tg,$99.99 ,Fractal Design,FD-CA-MESH-C-BKO-TG,ATX Mid Tower,Black,None,Tinted Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","315 mm / 12.402""","2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"413 mm x 217 mm x 453 mm, 16.26"" x 8.543"" x 17.835""","40.598 L, 1.434 ft³",
NZXT H5 Flow RGB,//cdna.pcpartpicker.com/static/forever/images/product/947ab5c2669facb241e66cce8fe21f0d.256p.jpg,https://pcpartpicker.com/product/43tLrH/nzxt-h5-flow-rgb-atx-mid-tower-case-cc-h51fb-r1,$99.99 ,NZXT,CC-H51FB-R1,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","365 mm / 14.37""","1 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,"446 mm x 227 mm x 464 mm, 17.559"" x 8.937"" x 18.268""","46.976 L, 1.659 ft³",
HYTE Y60,//cdna.pcpartpicker.com/static/forever/images/product/aba78f3e5e8c4fbe22c28f66c5d9c60b.256p.jpg,https://pcpartpicker.com/product/H6VmP6/hyte-y60-atx-mid-tower-case-cs-hyte-y60-b,$179.99 ,HYTE,CS-HYTE-Y60-B,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","375 mm / 14.764""","2 x Internal 3.5""","6 x Half-Height, 3 x Full-Height via Riser",,,
Montech SKY TWO,//cdna.pcpartpicker.com/static/forever/images/product/dcba5154b41f5dcef594caf7d6649759.256p.jpg,https://pcpartpicker.com/product/jpddnQ/montech-sky-two-atx-mid-tower-case-sky-two-black,$99.00 ,Montech,"SKY TWO Black, SKY TWO BK",ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","400 mm / 15.748""","2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"430 mm x 215 mm x 490 mm, 16.929"" x 8.465"" x 19.291""","45.3 L, 1.6 ft³",
Phanteks NV5,//cdna.pcpartpicker.com/static/forever/images/product/e623be8bb6ab09a820493e6b05ffab8b.256p.jpg,https://pcpartpicker.com/product/tXhv6h/phanteks-nv5-atx-mid-tower-case-ph-nv523tg_dbk01,$89.99 ,Phanteks,PH-NV523TG_DBK01,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","440 mm / 17.323""","3 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"477 mm x 239 mm x 528 mm, 18.78"" x 9.409"" x 20.787""","60.194 L, 2.126 ft³",
HYTE Y70,//cdna.pcpartpicker.com/static/forever/images/product/6af31e169a3db76f5ddb2697518639d6.256p.jpg,https://pcpartpicker.com/product/RgjRsY/hyte-y70-atx-mid-tower-case-cs-hyte-y70-ww,$219.99 ,HYTE,CS-HYTE-Y70-WW,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","390 mm / 15.354""","2 x Internal 3.5""","7 x Half-Height, 4 x Full-Height via Riser","470 mm x 320 mm x 470 mm, 18.504"" x 12.598"" x 18.504""","70.688 L, 2.496 ft³",
Fractal Design Pop Air,//cdna.pcpartpicker.com/static/forever/images/product/1d7438dfe855e147c0e8b3f235453b2b.256p.jpg,https://pcpartpicker.com/product/QnD7YJ/fractal-design-pop-air-atx-mid-tower-case-fd-c-poa1a-02,$79.97 ,Fractal Design,FD-C-POA1A-02,ATX Mid Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","405 mm / 15.945""","2 x External 5.25"", 2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"473.5 mm x 215 mm x 454 mm, 18.642"" x 8.465"" x 17.874""","46.218 L, 1.632 ft³",
Corsair 7000D AIRFLOW,//cdna.pcpartpicker.com/static/forever/images/product/aa86351c8df24a48c98e7a14f50631a3.256p.jpg,https://pcpartpicker.com/product/4fhFf7/corsair-7000d-airflow-atx-mid-tower-case-cc-9011218ww,$229.99 ,Corsair,CC-9011218WW,ATX Full Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","450 mm / 17.717""","6 x Internal 3.5"", 3 x Internal 2.5""",8 x Full-Height,"550 mm x 248 mm x 600 mm, 21.654"" x 9.764"" x 23.622""","81.84 L, 2.89 ft³",
Deepcool CC360 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/168a450fb85f2a08436623e3818b31af.256p.jpg,https://pcpartpicker.com/product/6C6NnQ/deepcool-cc360-argb-microatx-mini-tower-case-r-cc360-bkapm3-g-1,$59.99 ,Deepcool,"R-CC360-BKAPM3-G-1, CC360 ARGB",MicroATX Mini Tower,Black,None,Tinted Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","320 mm / 12.598""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"418 mm x 215 mm x 431 mm, 16.457"" x 8.465"" x 16.969""","38.734 L, 1.368 ft³",
NZXT H9 Elite,//cdna.pcpartpicker.com/static/forever/images/product/b1bef448b0e5397e703971eef3a08e40.256p.jpg,https://pcpartpicker.com/product/mWYmP6/nzxt-h9-elite-atx-mid-tower-case-cm-h91ew-01,$222.99 ,NZXT,CM-H91EW-01,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","435 mm / 17.126""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"466 mm x 290 mm x 495 mm, 18.346"" x 11.417"" x 19.488""","66.894 L, 2.362 ft³",
Lian Li A4-H20 X4,//cdna.pcpartpicker.com/static/forever/images/product/5976fcee24c589859552a9f087690430.256p.jpg,https://pcpartpicker.com/product/jT7G3C/lian-li-a4-h20-x4-mini-itx-desktop-case-a4-h20-x4,$154.99 ,Lian Li,"A4-H20 X4, A4-H20 X4 Black, A4-H2O X4 Black, A4-H2O X4, G99.A4H2OX4.00",Mini ITX Desktop,Black,None,Mesh,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,"322 mm / 12.677""","1 x Internal 2.5""",3 x Full-Height,"326 mm x 140 mm x 244 mm, 12.835"" x 5.512"" x 9.606""","11.136 L, 0.393 ft³",
Fractal Design Pop XL Air,//cdna.pcpartpicker.com/static/forever/images/product/048e9d2f829061df55885fb8eabd5952.256p.jpg,https://pcpartpicker.com/product/8qFbt6/fractal-design-pop-xl-air-atx-full-tower-case-fd-c-por1x-06,$109.97 ,Fractal Design,FD-C-POR1X-06,ATX Full Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, EATX, Micro ATX, Mini ITX","455 mm / 17.913""","2 x External 5.25"", 3 x Internal 3.5"", 2 x Internal 2.5""",8 x Full-Height,"522 mm x 230 mm x 520 mm, 20.551"" x 9.055"" x 20.472""","62.431 L, 2.205 ft³",
Cooler Master MasterBox NR200P,https://m.media-amazon.com/images/I/41dtkS1rfAL.jpg,https://pcpartpicker.com/product/29drxr/cooler-master-masterbox-nr200p-mini-itx-desktop-case-mcb-nr200p-kgnn-s00,,Cooler Master,MCB-NR200P-KGNN-S00,Mini ITX Desktop,Black,None,Tempered Glass,No,USB 3.2 Gen 1 Type-A,"Mini ITX, Mini DTX","330 mm / 12.992""","2 x Internal 3.5"", 1 x Internal 2.5""","3 x Full-Height, 2 x Full-Height via Riser","376 mm x 185 mm x 292 mm, 14.803"" x 7.283"" x 11.496""","20.312 L, 0.717 ft³",
HYTE Y60 Snow White,//cdna.pcpartpicker.com/static/forever/images/product/057519c92f6acc11679400bd763c86f5.256p.jpg,https://pcpartpicker.com/product/3JfxFT/hyte-y60-snow-white-atx-mid-tower-case-cs-hyte-y60-ww,$179.99 ,HYTE,CS-HYTE-Y60-WW,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","375 mm / 14.764""","2 x Internal 3.5""","6 x Half-Height, 3 x Full-Height via Riser",,,
Montech AIR 100 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/aa5e572736881740bec953f14e71ac4a.256p.jpg,https://pcpartpicker.com/product/wvmmP6/montech-air-100-argb-microatx-mid-tower-case-air-100-argb-white,$66.98 ,Montech,"AIR 100 ARGB White, K006, AIR-100-ARGB-WH, K21004160004, AIR 100 ARGB (W)",MicroATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","330 mm / 12.992""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"405 mm x 210 mm x 425 mm, 15.945"" x 8.268"" x 16.732""","36.146 L, 1.276 ft³",
Lian Li O11 Dynamic Mini,//cdna.pcpartpicker.com/static/forever/images/product/c067673d9018218168704cc6ed3b10df.256p.jpg,https://pcpartpicker.com/product/ByJmP6/lian-li-o11-dynamic-mini-atx-mid-tower-case-o11d-mini-x,$112.51 ,Lian Li,"O11D Mini-X, PC-O11DMI-X",ATX Mid Tower,Black,None,Tempered Glass,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","370 mm / 14.567""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"420 mm x 269.5 mm x 380 mm, 16.535"" x 10.61"" x 14.961""","43.012 L, 1.519 ft³",
Fractal Design North,//cdna.pcpartpicker.com/static/forever/images/product/b27a7e4bc53387580b31da81c7df34ab.256p.jpg,https://pcpartpicker.com/product/Pmytt6/fractal-design-north-atx-mid-tower-case-fd-c-nor1c-04,$139.99 ,Fractal Design,FD-C-NOR1C-04,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","300 mm / 11.811"" With Drive Cages, 355 mm / 13.976"" Without Drive Cages","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"447 mm x 215 mm x 469 mm, 17.598"" x 8.465"" x 18.465""","45.073 L, 1.592 ft³",
Zalman S2,//cdna.pcpartpicker.com/static/forever/images/product/57709fd32c80825278a1956146554862.256p.jpg,https://pcpartpicker.com/product/Bcprxr/zalman-s2-atx-mid-tower-case-s2,$52.99 ,Zalman,S2,ATX Mid Tower,Black,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","330 mm / 12.992""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"424 mm x 196 mm x 462 mm, 16.693"" x 7.717"" x 18.189""","38.394 L, 1.356 ft³",
Lian Li O11 Dynamic EVO XL,//cdna.pcpartpicker.com/static/forever/images/product/dfc47937e6bd43628ec6ed2034d2e0ab.256p.jpg,https://pcpartpicker.com/product/zqNYcf/lian-li-o11-dynamic-evo-xl-atx-full-tower-case-o11dexl-w,$229.99 ,Lian Li,O11DEXL-W,ATX Full Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","460 mm / 18.11""","4 x Internal 3.5"", 3 x Internal 2.5""",8 x Full-Height,"522 mm x 304 mm x 531.9 mm, 20.551"" x 11.969"" x 20.941""","84.406 L, 2.981 ft³",
Asus Prime AP201,//cdna.pcpartpicker.com/static/forever/images/product/338a79373c466a21f2c6411ff52e0381.256p.jpg,https://pcpartpicker.com/product/nL3gXL/asus-prime-ap201-microatx-mini-tower-case-ap201whtmesh,$84.99 ,Asus,"AP201/WHT/MESH//, 90DC00G3-B39000, PRIME-AP201-WH",MicroATX Mini Tower,White,None,Mesh,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","Micro ATX, Mini ITX","338 mm / 13.307""","3 x Internal 3.5"", 1 x Internal 2.5""",4 x Full-Height,"350 mm x 205 mm x 460 mm, 13.78"" x 8.071"" x 18.11""","33.005 L, 1.166 ft³",
be quiet! Pure Base 500DX,//cdna.pcpartpicker.com/static/forever/images/product/f0f421e3fc3867493483981e8171cdc6.256p.jpg,https://pcpartpicker.com/product/FCK2FT/be-quiet-pure-base-500dx-atx-mid-tower-case-bgw37,$89.90 ,be quiet!,BGW37,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","369 mm / 14.528""","2 x Internal 3.5"", 5 x Internal 2.5""",7 x Full-Height,"450 mm x 232 mm x 463 mm, 17.717"" x 9.134"" x 18.228""","48.337 L, 1.707 ft³",
DIYPC MA08,//cdna.pcpartpicker.com/static/forever/images/product/dae63db0755077161841d0654c4da10e.256p.jpg,https://pcpartpicker.com/product/qNnG3C/diypc-case-ma08bk,$35.96 ,DIYPC,MA08-BK,MicroATX Mini Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A",Micro ATX,"315 mm / 12.402""","1 x External 5.25"", 1 x External 3.5"", 1 x Internal 3.5""",4 x Full-Height,"335 mm x 172 mm x 355 mm, 13.189"" x 6.772"" x 13.976""","20.455 L, 0.722 ft³",
Lian Li LANCOOL 216,//cdna.pcpartpicker.com/static/forever/images/product/dc1a8a0fc34540a759fcee0a553949e0.256p.jpg,https://pcpartpicker.com/product/qP2WGX/lian-li-lancool-216-atx-mid-tower-case-lancool-216x,$94.00 ,Lian Li,"LANCOOL 216X, G99.LAN216X.00",ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","392 mm / 15.433""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"480.9 mm x 235 mm x 491.7 mm, 18.933"" x 9.252"" x 19.358""","55.568 L, 1.962 ft³",
BitFenix Nova Mesh M ARGB,//cdna.pcpartpicker.com/static/forever/images/product/5d37abde46573441b53d2e1e38730175.256p.jpg,https://pcpartpicker.com/product/MBjRsY/bitfenix-nova-mesh-m-argb-microatx-mini-tower-case-nsm-150-kkgsk-3a,$57.90 ,BitFenix,"NSM-150-KKGSK-3A, BFC-NSM-150-KKGSK-3A",MicroATX Mini Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","345 mm / 13.583""","2 x Internal 3.5"", 3 x Internal 2.5""",4 x Full-Height,"400 mm x 205 mm x 385 mm, 15.748"" x 8.071"" x 15.157""","31.57 L, 1.115 ft³",
Lian Li O11D EVO RGB,//cdna.pcpartpicker.com/static/forever/images/product/91cbef8ecb9206268c9c7e78461e4262.256p.jpg,https://pcpartpicker.com/product/Ksgrxr/lian-li-o11d-evo-rgb-atx-mid-tower-case-o11dergbw,$159.99 ,Lian Li,O11DERGBW,ATX Mid Tower,White,None,Tempered Glass,No,"USB 3.2 Gen 1 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","455.7 mm / 17.941""","4 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"478 mm x 290 mm x 471 mm, 18.819"" x 11.417"" x 18.543""","65.29 L, 2.306 ft³",
Cooler Master MasterBox NR200P V2,//cdna.pcpartpicker.com/static/forever/images/product/bf0023fb357f037c354139e56a95aa4d.256p.jpg,https://pcpartpicker.com/product/GwfxFT/cooler-master-masterbox-nr200p-v2-mini-itx-desktop-case-nr200p-v2,$119.99 ,Cooler Master,"NR200P V2, NR200PV2-KCNN-S00",Mini ITX Desktop,Black,None,Mesh,No,"USB 3.2 Gen 2x2 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,"356 mm / 14.016""","1 x Internal 2.5"", 1 x Internal 3.5""",3 x Full-Height via Riser,"372 mm x 185 mm x 292 mm, 14.646"" x 7.283"" x 11.496""","20.095 L, 0.71 ft³",
Asus Prime AP201,//cdna.pcpartpicker.com/static/forever/images/product/b2d02589e75ecfdb273903f5cd607b0e.256p.jpg,https://pcpartpicker.com/product/Zq3NnQ/asus-prime-ap201-microatx-mini-tower-case-prime-ap201-tg-bk,$69.98 ,Asus,"PRIME-AP201-TG-BK, 90DC00G0-B39010, PRIME AP201-BK TG, AP201/BLK/TG//",MicroATX Mini Tower,Black,None,Tempered Glass,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","Micro ATX, Mini ITX","338 mm / 13.307""","3 x Internal 3.5"", 1 x Internal 2.5""",4 x Full-Height,"350 mm x 205 mm x 460 mm, 13.78"" x 8.071"" x 18.11""","33.005 L, 1.166 ft³",
Corsair iCUE 4000D RGB AIRFLOW,//cdna.pcpartpicker.com/static/forever/images/product/7429a209ece7eda0e02c11ba86aefbf4.256p.jpg,https://pcpartpicker.com/product/mGXV3C/corsair-icue-4000d-rgb-airflow-atx-mid-tower-case-cc-9011240-ww,$149.99 ,Corsair,CC-9011240-WW,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","360 mm / 14.173""","2 x Internal 3.5"", 2 x Internal 2.5""","7 x Full-Height, 2 x Full-Height via Riser","453 mm x 230 mm x 466 mm, 17.835"" x 9.055"" x 18.346""","48.553 L, 1.715 ft³",
Fractal Design Ridge PCIe 4.0,https://m.media-amazon.com/images/I/31bjjZkjSOL.jpg,https://pcpartpicker.com/product/PQdG3C/fractal-design-ridge-pcie-40-mini-itx-tower-case-fd-c-rid1n-11,$129.99 ,Fractal Design,FD-C-RID1N-11,Mini ITX Tower,Black,None,Mesh,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,"325 mm / 12.795""","4 x Internal 2.5""",3 x Full-Height via Riser,"374 mm x 110 mm x 395 mm, 14.724"" x 4.331"" x 15.551""","16.25 L, 0.574 ft³",
Montech AIR 903 BASE,https://m.media-amazon.com/images/I/51Q-DxSXVxL.jpg,https://pcpartpicker.com/product/rBTZxr/montech-air-903-base-atx-mid-tower-case-air-903-base-w,$57.00 ,Montech,"AIR 903 BASE (W), AIR 903 BASE W",ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","400 mm / 15.748""","2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"478 mm x 230 mm x 493 mm, 18.819"" x 9.055"" x 19.409""","54.2 L, 1.914 ft³",
Fractal Design Terra,//cdna.pcpartpicker.com/static/forever/images/product/45f93e757b99ed190cc286efeb777c1b.256p.jpg,https://pcpartpicker.com/product/kqHqqs/fractal-design-terra-mini-itx-desktop-case-fd-c-ter1n-02,$179.99 ,Fractal Design,FD-C-TER1N-02,Mini ITX Desktop,Silver / Brown,None,Mesh,No,"USB 3.2 Gen 2x2 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,"322 mm / 12.677""","2 x Internal 2.5""",3 x Full-Height via Riser,"343 mm x 153 mm x 218 mm, 13.504"" x 6.024"" x 8.583""","11.44 L, 0.404 ft³",
NZXT H5 Flow RGB,//cdna.pcpartpicker.com/static/forever/images/product/6ccc496a3d9459eb42f316140f027b64.256p.jpg,https://pcpartpicker.com/product/fcqrxr/nzxt-h5-flow-rgb-atx-mid-tower-case-cc-h51fw-r1,$99.99 ,NZXT,CC-H51FW-R1,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","365 mm / 14.37""","1 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,"446 mm x 227 mm x 464 mm, 17.559"" x 8.937"" x 18.268""","46.976 L, 1.659 ft³",
Enermax MarbleShell M MS20 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/c8761dcc50f9bc29a3687980922b6801.256p.jpg,https://pcpartpicker.com/product/LY3mP6/enermax-marbleshell-m-ms20-argb-microatx-mini-tower-case-eca-ms20-bb-argb,,Enermax,ECA-MS20-BB-ARGB,MicroATX Mini Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","368 mm / 14.488""","2 x Internal 3.5"", 4 x Internal 2.5""",4 x Full-Height,,,
SAMA IM01,//cdna.pcpartpicker.com/static/forever/images/product/87dbfe1f1a567098dfe4b3754488f9f9.256p.jpg,https://pcpartpicker.com/product/pfvdnQ/sama-im01-microatx-mini-tower-case-im01,$55.90 ,SAMA,IM01,MicroATX Mini Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","335 mm / 13.189""","5 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"391 mm x 185 mm x 303 mm, 15.394"" x 7.283"" x 11.929""","21.918 L, 0.774 ft³",
Deepcool MATREXX 40 3FS,//cdna.pcpartpicker.com/static/forever/images/product/43788295d3aec0af00572e8766dcb492.256p.jpg,https://pcpartpicker.com/product/36gFf7/deepcool-matrexx-40-3fs-microatx-mini-tower-case-dp-matx-matrexx40-3fs,,Deepcool,"DP-MATX-MATREXX40-3FS, MATREXX 40 3FS",MicroATX Mini Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","320 mm / 12.598""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,,,
NZXT H510,//cdna.pcpartpicker.com/static/forever/images/product/cddea328a7447afc83e6b561f9448abb.256p.jpg,https://pcpartpicker.com/product/b7hmP6/nzxt-h510-atx-mid-tower-case-ca-h510b-b1,$98.98 ,NZXT,CA-H510B-B1,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","381 mm / 15"" With Drive Cages, 381 mm / 15"" Without Drive Cages","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"428 mm x 210 mm x 460 mm, 16.85"" x 8.268"" x 18.11""","41.345 L, 1.46 ft³",
Lian Li O11 Air Mini,//cdna.pcpartpicker.com/static/forever/images/product/fa0752303b39c0affe2244992c585515.256p.jpg,https://pcpartpicker.com/product/RvNxFT/lian-li-o11-air-mini-atx-mid-tower-case-o11amx,$102.99 ,Lian Li,"O11AMX, O11AMX-MINI, O11 AIR MINI BLACK, PC-O11 AMX",ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","362 mm / 14.252""","4 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"400 mm x 288 mm x 384 mm, 15.748"" x 11.339"" x 15.118""","44.237 L, 1.562 ft³",
Deepcool MACUBE 110,//cdna.pcpartpicker.com/static/forever/images/product/f7187d56d56fc6f4c45f3d5a9c764dd9.256p.jpg,https://pcpartpicker.com/product/TYMTwP/deepcool-macube-110-microatx-mini-tower-case-r-macube110-bkngm1n-g-1,$61.31 ,Deepcool,"R-MACUBE110-BKNGM1N-G-1, DP-R-MACUBE110-BKNGM1N-G-1",MicroATX Mini Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","320 mm / 12.598""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"400 mm x 225 mm x 431 mm, 15.748"" x 8.858"" x 16.969""","38.79 L, 1.37 ft³",
Lian Li LANCOOL 216,//cdna.pcpartpicker.com/static/forever/images/product/f4d776081b676d3dbf78ac6db48be9d6.256p.jpg,https://pcpartpicker.com/product/QcddnQ/lian-li-lancool-216-atx-mid-tower-case-lancool-216rw,$94.49 ,Lian Li,"LANCOOL 216RW, G99.LAN216RW.00, PC-LAN216RW",ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","392 mm / 15.433""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"480.9 mm x 235 mm x 491.7 mm, 18.933"" x 9.252"" x 19.358""","55.568 L, 1.962 ft³",
